mutation_count,mouse_move_count,mouse_interaction_count,mouse_up_count,mouse_down_count,click_count,context_menu_count,dbl_click_count,focus_count,blur_count,touch_start_count,touch_move_departed_count,touch_end_count,touch_cancel_count,scroll_count,viewport_resize_count,input_count,touch_count,mutation_per_second,mouse_move_per_second,mouse_interaction_per_second,mouse_up_per_second,mouse_down_per_second,click_per_second,context_menu_per_second,dbl_click_per_second,focus_per_second,blur_per_second,touch_start_per_second,touch_move_departed_per_second,touch_end_per_second,touch_cancel_per_second,scroll_per_second,viewport_resize_per_second,input_per_second,touch_per_second,active_s,inactivity_s,step_id,DatesReha,Amounts,Dates,Table,Your Task,Prediction,Confidence,confidence_without_cal,recording_id,step_id,workunit_id,class
110,30,98,27,27,8,0,0,18,18,0,0,0,0,44,0,31,0,3.040858075,0.82932493,2.709128103,0.746392437,0.746392437,0.221153315,0,0,0.497594958,0.497594958,0,0,0,0,1.21634323,0,0.856969094,0,36.174,0,1468,0,0,1,0,0,Reliable,0,0.99999464,3HXK2V1N4KRXDY06RZE92GU3HDG2G6#9254cdc9-e204-406b-a513-94a1907d83d6#1AKLH2YXK5BAUP,1468,Dates - 5/5,Reliable
8,6,11,2,2,3,0,0,2,2,0,0,0,0,4,0,11,0,2.479082739,1.859312055,3.408738767,0.619770685,0.619770685,0.929656027,0,0,0.619770685,0.619770685,0,0,0,0,1.23954137,0,3.408738767,0,3.227,0,1469,0,0,1,0,0,Reliable,0,0.9999958,3I4E7AFQ2KB1OZKKIKJ80GV99I9JTI#98ce7a86-93cd-44a5-b7e7-30dc7bf2681d#1A2CDO9B1U5UZFZ,1469,Dates - 2/2,Reliable
101,43,127,21,21,21,0,0,32,32,0,0,0,0,10,0,14,0,3.26903159,1.391765924,4.110564474,0.679699637,0.679699637,0.679699637,0,0,1.035732781,1.035732781,0,0,0,0,0.323666494,0,0.453133092,0,30.896,0,1468,0,0,1,0,0,Reliable,0,0.999995,3IKDQS3DQECO77Y3EG3IZ5G58HKICM#33daafae-97aa-4b4c-aecd-d87e69049ff0#1A1ARBCE9UZ2MT0,1468,Dates - 4/5,Reliable
16,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,6,0,7.525870179,0,1.881467545,0,0,0,0,0,0.940733772,0.940733772,0,0,0,0,0,0,2.822201317,0,2.126,0,1468,0,1,0,0,0,Reliable,0,0.9999957,3MVY4USGB6Z4EONZB2TIEAKNUK6ISG#df8e1e03-5b1e-4f04-8d55-072f6641781a#1ADEJNGBB7XN2X,1468,Amounts - 10/11,Reliable
5,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5.800464037,0,3.480278422,0,0,0,0,0,2.320185615,1.160092807,0,0,0,0,0,0,0,0,0.862,0,1468,0,1,0,0,0,Reliable,0,0.9999958,3Q9SPIIRWJYIFNLAJJB6U1ZPNPXWA5#45c24b42-de46-4826-89d9-7e28c8dfa037#1A1G8N8ASI40157,1468,Amounts - 7/11,Reliable
31,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,14,0,5.456785777,0,0.704101391,0,0,0,0,0,0.352050695,0.352050695,0,0,0,0,0,0,2.464354867,0,5.681,0,1468,0,1,0,0,0,Reliable,0,0.9999957,3QI9WAYOGQNOL4SY91KTH7UILTBS6W#5634eb7f-52cb-4870-9517-ba64faa9f2f2#1A3MFU8FURKW3MS,1468,Amounts - 7/11,Reliable
99,16,26,2,2,2,0,0,10,10,0,0,0,0,0,0,61,0,2.84245887,0.459387292,0.74650435,0.057423412,0.057423412,0.057423412,0,0,0.287117058,0.287117058,0,0,0,0,0,0,1.751414052,0,34.829,0,1468,0,0,0,1,0,Reliable,0,0.9999956,3S1WOPCJFG5ZZG2NSPUD1UV868NJET#4be9287d-539c-4bad-9af4-21f7c8624c61#1AFUE61NJ28R5A,1468,Table - 2/7,Reliable
34,9,21,4,4,4,0,1,4,4,0,0,0,0,0,0,0,0,3.172529626,0.839787254,1.959503592,0.37323878,0.37323878,0.37323878,0,0.093309695,0.37323878,0.37323878,0,0,0,0,0,0,0,0,10.717,0,1468,0,1,0,0,0,Reliable,0,0.9999958,3T5ZXGO9DE0EWYXWJ2SZJ58C89NZQ5#83ae948a-a22d-450d-8d71-ee15f3480386#1AKLH2YXK5BAUP,1468,Amounts - 4/11,Reliable
69,2,19,1,1,1,0,0,8,8,0,0,0,0,1,0,32,0,7.610014338,0.220580126,2.095511194,0.110290063,0.110290063,0.110290063,0,0,0.882320503,0.882320503,0,0,0,0,0.110290063,0,3.529282012,0,9.067,0,1468,0,0,1,0,0,Reliable,0,0.9999957,3X2LT8FDHWU4WZSVMLRSYATUX1XW81#43cd5c8e-a306-4362-b824-fbb6a8b375aa#1A3ESW0FM89XQJ9,1468,Dates - 2/5,Reliable
44,0,17,1,1,1,0,0,7,7,0,0,0,0,0,0,37,0,4.503121482,0,1.739842391,0.10234367,0.10234367,0.10234367,0,0,0.71640569,0.71640569,0,0,0,0,0,0,3.786715792,0,9.771,0,1468,0,0,0,1,0,Reliable,0,0.9999957,3X7837UUADAVM198M7BFP63VPAZ6JV#5145f3b3-4683-4f07-bac0-b5bf27d4e3cd#1A2VDIJWI7XKW1R,1468,Table - 3/7,Reliable
80,5,21,1,1,1,0,0,9,9,0,0,0,0,0,0,34,0,7.417022066,0.463563879,1.946968292,0.092712776,0.092712776,0.092712776,0,0,0.834414982,0.834414982,0,0,0,0,0,0,3.152234378,0,10.786,0,1468,0,0,1,0,0,Reliable,0,0.9999957,3YO4AH2FPDWHUDR6F8F7D65QQ24Q04#dd6db3d5-0f92-49cf-970e-cf29c441a0b4#1A2U1YK6HXD4NMU,1468,Dates - 2/5,Reliable
65,32,57,10,10,11,0,0,13,13,0,0,0,0,5,0,25,0,2.920429528,1.437749921,2.560992047,0.44929685,0.44929685,0.494226535,0,0,0.584085906,0.584085906,0,0,0,0,0.224648425,0,1.123242126,0,22.257,0,1469,0,0,1,0,0,Reliable,0,0.99999547,3ZG552ORAMGGVVQ1GUDV2HXD4S3V2N#28493168-1ab7-4f49-b370-850eb9836f5e#1A1WBU6TO08K7J0,1469,Dates - 5/5,Unreliable
68,8,15,1,1,1,0,0,6,6,0,0,0,0,0,0,31,0,4.143814747,0.487507617,0.914076782,0.060938452,0.060938452,0.060938452,0,0,0.365630713,0.365630713,0,0,0,0,0,0,1.889092017,0,16.41,0,1470,0,0,1,0,0,Reliable,0,0.9999958,482881a7-0cdc-42e3-8fc2-fa06e9099380#60644e3b-0118-4433-918a-43c830e4c304#1a7155113,1470,Dates - 3/5,Reliable
17,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,6,0,6.805444355,0,1.601281025,0,0,0,0,0,0.800640512,0.800640512,0,0,0,0,0,0,2.401921537,0,2.498,0,1470,0,1,0,0,0,Reliable,0,0.9999957,484140cb-4523-4900-a51f-b23fd3fbfaa8#a9c52030-018c-465d-a62d-4df3506ba64b#1061877e9,1470,Amounts - 9/11,Reliable
75,1,23,1,1,1,0,0,10,10,0,0,0,0,0,0,32,0,13.686131387,0.182481752,4.197080292,0.182481752,0.182481752,0.182481752,0,0,1.824817518,1.824817518,0,0,0,0,0,0,5.839416058,0,5.48,0,1470,0,0,1,0,0,Reliable,0,0.9999957,4e30b72e-09f6-4b8f-b2b9-180284098d2c#5699bd31-e7c9-4aef-99d4-c56270ec9413#1430e3a47,1470,Dates - 2/5,Reliable
149,15,32,2,2,2,0,0,13,13,0,0,0,0,2,0,60,0,5.104662715,0.51389222,1.096303402,0.068518963,0.068518963,0.068518963,0,0,0.445373257,0.445373257,0,0,0,0,0.068518963,0,2.055568879,0,29.189,0,1470,0,0,1,0,0,Reliable,0,0.99999535,64c3505e-f879-453f-90f8-490d96b620c4#9b48ee0c-ad9b-49e8-80fb-1bde4b1e8bd6#1552b6dec,1470,Dates - 1/5,Reliable
41,12,20,3,3,3,0,0,6,5,0,0,0,0,0,0,5,0,6.099375186,1.785182981,2.975304969,0.446295745,0.446295745,0.446295745,0,0,0.892591491,0.743826242,0,0,0,0,0,0,0.743826242,0,6.722,14.632,1470,0,0,0,1,0,Reliable,0,0.99999595,699d849c-5e85-4f91-879e-23fd3e27432d#5f33cdd2-0721-4bcf-8fb2-bc0b77ac8d02#100907c16,1470,Table - 1/7,Reliable
28,5,11,1,1,1,0,0,4,4,0,0,0,0,0,0,11,0,3.86793756,0.690703136,1.519546899,0.138140627,0.138140627,0.138140627,0,0,0.552562509,0.552562509,0,0,0,0,0,0,1.519546899,0,7.239,0,1470,0,1,0,0,0,Reliable,0,0.9999957,71c029ff-c6df-4427-8e0c-ab881723a59c#1cda1dc1-1334-4aaf-8649-a5187199aac4#1a2c6219f,1470,Amounts - 1/11,Reliable
5,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,12.5,0,17.5,2.5,2.5,2.5,0,0,5,5,0,0,0,0,0,0,0,0,0.4,0,1470,0,0,0,1,0,Reliable,0,0.9999958,7a496fb1-a316-489e-bccb-1c812ba92b6d#587e6b75-1411-44f1-ac65-42766287f985#1d19b7107,1470,Table - 6/7,Reliable
117,6,27,1,1,1,0,0,12,12,0,0,0,0,2,0,59,0,6.647349582,0.340889722,1.53400375,0.056814954,0.056814954,0.056814954,0,0,0.681779444,0.681779444,0,0,0,0,0.113629907,0,3.352082268,0,17.601,0,1470,0,0,1,0,0,Reliable,0,0.99999535,7a655e68-535c-4963-937e-2f605d24c993#153ec3bf-07f4-4e80-8d8a-3e3b5bb76e3c#10d14c09f,1470,Dates - 3/5,Unreliable
204,12,40,3,3,3,0,0,16,15,0,0,0,0,28,0,71,0,4.690949227,0.27593819,0.919793966,0.068984547,0.068984547,0.068984547,0,0,0.367917586,0.344922737,0,0,0,0,0.643855776,0,1.63263429,0,43.488,0,1470,0,0,1,0,0,Reliable,0,0.99999416,871601c1-33b1-4167-8fc8-d3bea23eb820#6c7b2903-e5d5-4a9b-8674-7a0ce180da83#1c75bdd78,1470,Dates - 1/5,Reliable
185,9,39,3,3,3,0,0,15,15,0,0,0,0,27,0,63,0,3.350417444,0.162993281,0.706304218,0.054331094,0.054331094,0.054331094,0,0,0.271655468,0.271655468,0,0,0,0,0.488979843,0,1.140952967,0,55.217,0,1470,0,0,1,0,0,Reliable,0,0.9999944,871601c1-33b1-4167-8fc8-d3bea23eb820#6c7b2903-e5d5-4a9b-8674-7a0ce180da83#1c75bdd78,1470,Dates - 4/5,Reliable
10,2,14,2,2,2,0,0,4,4,0,0,0,0,0,0,0,0,8.19000819,1.638001638,11.466011466,1.638001638,1.638001638,1.638001638,0,0,3.276003276,3.276003276,0,0,0,0,0,0,0,0,1.221,0,1470,0,0,0,1,0,Reliable,0,0.9999958,894bbe13-7574-47d5-96ab-46914532366c#71ba12e0-a7fd-433b-8d5c-f53e44cd4622#17703e72e,1470,Table - 5/7,Reliable
71,0,21,1,1,1,0,0,9,9,0,0,0,0,0,0,32,0,10.419724097,0,3.081890226,0.146756677,0.146756677,0.146756677,0,0,1.320810097,1.320810097,0,0,0,0,0,0,4.696213678,0,6.814,0,1470,0,0,1,0,0,Reliable,0,0.9999957,929b9371-f81b-41a4-b7e3-122d65c390f4#35720dca-6cf0-4062-909f-742dad7ab31e#19e634628,1470,Dates - 2/5,Reliable
84,4,20,1,1,2,0,0,8,8,0,0,0,0,3,0,33,0,11.396011396,0.542667209,2.713336047,0.135666802,0.135666802,0.271333605,0,0,1.085334419,1.085334419,0,0,0,0,0.407000407,0,4.477004477,0,7.371,0,1470,0,0,1,0,0,Reliable,0,0.9999957,a357b79e-ae71-4764-9903-413fd7bc1c78#8470be78-0230-48b6-ae85-4e5f245275d8#177f6d01e,1470,Dates - 5/5,Reliable
4,1,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,3.225806452,0.806451613,5.64516129,0.806451613,0.806451613,0.806451613,0,0,1.612903226,1.612903226,0,0,0,0,0,0,0,0,1.24,0,1470,0,1,0,0,0,Reliable,0,0.9999958,ba3ebd47-d5d2-4b1b-9ce7-940d8e8894b9#85068572-8774-4c9d-b715-5d94b1b009da#1506331ba,1470,Amounts - 9/11,Reliable
104,8,29,2,2,2,0,0,12,11,0,0,0,0,0,0,43,0,5.584492294,0.42957633,1.557214197,0.107394083,0.107394083,0.107394083,0,0,0.644364496,0.590667454,0,0,0,0,0,0,2.308972776,0,18.623,0,1470,0,0,1,0,0,Reliable,0,0.9999956,bad57502-0f0d-4b3c-b53a-91d1f7b9d540#6b929090-c495-4a04-89a2-1b43b5eaeaa2#12ecb11af,1470,Dates - 1/5,Reliable
32,7,16,2,2,2,0,0,5,5,0,0,0,0,0,0,12,0,3.147437789,0.688502016,1.573718894,0.196714862,0.196714862,0.196714862,0,0,0.491787155,0.491787155,0,0,0,0,0,0,1.180289171,0,10.167,0,1470,0,0,0,1,0,Reliable,0,0.9999958,ce1fa9c7-8afa-4f27-8ebf-5cc05eb269d8#a9865fac-90b9-4bee-a776-91bfeb33d691#111b06828,1470,Table - 1/7,Reliable
230,6,51,2,2,3,0,0,22,22,0,0,0,0,3,0,108,0,5.982261295,0.15605899,1.326501418,0.052019663,0.052019663,0.078029495,0,0,0.572216298,0.572216298,0,0,0,0,0.078029495,0,2.809061825,0,38.447,0,1470,0,0,1,0,0,Reliable,0,0.9999943,ce6e3f05-9ce1-4fac-a486-a1f2cb74f728#bc21f905-c215-4f93-914b-2f7c2389828d#12427d8ce,1470,Dates - 5/5,Reliable
36,3,17,1,1,1,0,0,7,7,0,0,0,0,0,0,22,0,3.153745072,0.262812089,1.489268506,0.08760403,0.08760403,0.08760403,0,0,0.613228208,0.613228208,0,0,0,0,0,0,1.927288655,0,11.415,0,1470,0,0,0,1,0,Reliable,0,0.9999958,d46cb639-efa0-4501-ad36-c6c4c21e23d2#a34ff5f4-0a75-41be-a188-284fb9c91db0#17a0f9858,1470,Table - 5/7,Reliable
162,12,21,1,1,1,0,0,9,9,0,0,0,0,0,0,37,0,8.238405207,0.610252238,1.067941416,0.050854353,0.050854353,0.050854353,0,0,0.457689178,0.457689178,0,0,0,0,0,0,1.881611066,0,19.664,0,1470,0,0,1,0,0,Reliable,0,0.9999957,d60d2877-5d30-47f1-ad29-ad1a42b683bd#8f9f998e-f437-44f6-8d14-f40a38545b72#1e41cea0a,1470,Dates - 1/5,Reliable
126,0,33,1,1,1,0,0,15,15,0,0,0,0,3,0,61,0,8.696252329,0,2.277589896,0.069017876,0.069017876,0.069017876,0,0,1.035268134,1.035268134,0,0,0,0,0.207053627,0,4.210090413,0,14.489,0,1470,0,0,1,0,0,Reliable,0,0.99999523,e12a8d91-6183-4b08-a05a-bd0580e7f455#10d1b3b1-5488-4bee-bdea-c39744b1f210#15e76dfa4,1470,Dates - 4/5,Reliable
106,8,32,3,3,4,0,0,11,11,0,0,0,0,3,0,45,0,4.293583927,0.32404407,1.29617628,0.121516526,0.121516526,0.162022035,0,0,0.445560596,0.445560596,0,0,0,0,0.121516526,0,1.822747894,0,24.688,0,1470,0,0,1,0,0,Reliable,0,0.99999547,e133f583-06e9-40b1-96e8-3b48073f013a#f1d2ab40-2745-4a1c-9b09-452541483108#11610a1dd,1470,Dates - 5/5,Reliable
102,6,52,2,2,2,0,0,23,23,0,0,0,0,6,0,36,0,10.514379961,0.618492939,5.360272137,0.206164313,0.206164313,0.206164313,0,0,2.370889599,2.370889599,0,0,0,0,0.618492939,0,3.710957633,0,9.701,0,1470,0,0,1,0,0,Reliable,0,0.99999535,eb141be9-ff8f-4329-b771-8cc61ab30be5#e4013070-3529-437d-b7c1-98222bc22776#118e5d1d8,1470,Dates - 4/5,Reliable
