mutation_count,mouse_move_count,mouse_interaction_count,mouse_up_count,mouse_down_count,click_count,context_menu_count,dbl_click_count,focus_count,blur_count,touch_start_count,touch_move_departed_count,touch_end_count,touch_cancel_count,scroll_count,viewport_resize_count,input_count,touch_count,mutation_per_second,mouse_move_per_second,mouse_interaction_per_second,mouse_up_per_second,mouse_down_per_second,click_per_second,context_menu_per_second,dbl_click_per_second,focus_per_second,blur_per_second,touch_start_per_second,touch_move_departed_per_second,touch_end_per_second,touch_cancel_per_second,scroll_per_second,viewport_resize_per_second,input_per_second,touch_per_second,active_s,inactivity_s,step_id,DatesReha,Amounts,Dates,Table,Your Task,Prediction,Confidence,confidence_without_cal,recording_id,step_id,workunit_id,class
399,13,19,3,3,4,0,0,5,4,0,0,0,0,2,0,28,0,22.036893847,0.717994035,1.049375897,0.165690931,0.165690931,0.220921242,0,0,0.276151552,0.220921242,0,0,0,0,0.110460621,0,1.546448691,0,18.106,0,971,0,0,0,0,1,Reliable,0,0.99998903,3DIIW4IV8P7LC3LOL1X0G74HG7T4IR#a8de2a1f-fb19-47ab-b677-49fcd1e4bac3#1A3R49635U92IOK,971,Your Task,Reliable
4943,62,73,8,8,9,0,0,24,24,0,0,0,0,38,0,89,0,41.629119329,0.522153631,0.614793791,0.067374662,0.067374662,0.075796495,0,0,0.202123986,0.202123986,0,0,0,0,0.320029645,0,0.749543116,0,118.739,0,1099,0,0,0,0,1,Reliable,0,0.9999863,3ECKRY5B1Q81F09D6UNQA3HQH2WIZH#f35dca23-57a4-4049-88b5-abcc89db8e21#1A3R6YOKVSKD4RW,1099,Your Task,Reliable
206,15,14,2,2,4,0,0,3,3,0,0,0,0,7,0,27,0,14.404587092,1.048877701,0.978952521,0.13985036,0.13985036,0.27970072,0,0,0.20977554,0.20977554,0,0,0,0,0.48947626,0,1.887979862,0,14.301,0,971,0,0,0,0,1,Reliable,0,0.9999887,3FBEFUUYRKHKL864S1Y2W70CZQW6AC#2d2e19b0-752c-493e-98e0-d6db42de6216#1A1SRK9XNQ4HHDN,971,Your Task,Reliable
13086,57,44,3,3,4,0,0,17,17,0,0,0,0,33,0,95,0,129.478464781,0.563982309,0.435354765,0.029683279,0.029683279,0.039577706,0,0,0.16820525,0.16820525,0,0,0,0,0.326516073,0,0.939970515,0,101.067,10.293,1099,0,0,0,0,1,Reliable,0,0.9999857,3GV1I4SEO911HRX8PSNS5LGNT2S6LR#2006c8be-0d98-4bae-950f-2db2ca4fec78#1A2C7T3RHI3Z79L,1099,Your Task,Reliable
80,6,21,1,1,1,0,0,9,9,0,0,0,0,0,0,38,0,6.733439946,0.505007996,1.767527986,0.084167999,0.084167999,0.084167999,0,0,0.757511994,0.757511994,0,0,0,0,0,0,3.198383974,0,11.881,0,1468,0,0,1,0,0,Reliable,0,0.9999957,3HUR21WDDU1Y05O39UL8Z6V3ZLSXY1#8407c404-9ff1-4357-bf0f-1e067c41311a#1AR8HVK90KFHG7,1468,Dates - 4/5,Reliable
18,3,8,1,1,2,0,0,2,2,0,0,0,0,0,0,8,0,2.941657134,0.490276189,1.30740317,0.163425396,0.163425396,0.326850793,0,0,0.326850793,0.326850793,0,0,0,0,0,0,1.30740317,0,6.119,0,1469,0,1,0,0,0,Reliable,0,0.9999957,3IJ95K7NDXOT2KPZDICTU4X1SBWNGD#626ea5c2-bb17-4995-a718-639111191e04#1A3AM6Q3C1DR336,1469,Amounts - 1/1,Unreliable
29,0,13,1,1,1,0,0,5,5,0,0,0,0,0,0,26,0,6.590909091,0,2.954545455,0.227272727,0.227272727,0.227272727,0,0,1.136363636,1.136363636,0,0,0,0,0,0,5.909090909,0,4.4,0,1468,0,0,0,1,0,Reliable,0,0.9999958,3INZSNUD80251YBEAISG6IZKAUVD9Q#c308138c-1f00-4b66-8408-c437aa8e7709#1A1LKW2P98BPXQ0,1468,Table - 4/7,Reliable
92,17,28,3,3,4,0,0,9,9,0,0,0,0,3,0,39,0,7.882786394,1.456601834,2.399108902,0.257047382,0.257047382,0.342729843,0,0,0.771142147,0.771142147,0,0,0,0,0.257047382,0,3.341615971,0,11.671,0,1468,0,0,1,0,0,Reliable,0,0.9999956,3IYI9285WSCK2II9WYOIB6V5LZ1CJQ#07e56e3c-68d2-421f-a9cd-e60a7c265864#1AQXE3VGY4BAWF,1468,Dates - 5/5,Reliable
191,21,41,4,4,5,0,0,14,14,0,0,0,0,8,0,42,0,3.621539628,0.39817975,0.777398559,0.075843762,0.075843762,0.094804702,0,0,0.265453166,0.265453166,0,0,0,0,0.151687524,0,0.796359499,0,52.74,76.856,1099,0,0,0,0,1,Reliable,0,0.9999938,3J9L0X0VDFY4A4B5RDX6Y6O5HA79W1#13c8e8ff-d6fa-4c97-aba1-b17aef36b5a3#1A2OXZSJ6R1ZA3R,1099,Your Task,Reliable
5063,13,39,2,2,7,0,0,14,14,0,0,0,0,12,0,180,0,90.425246915,0.232180172,0.696540515,0.035720026,0.035720026,0.125020093,0,0,0.250040185,0.250040185,0,0,0,0,0.214320159,0,3.214802379,0,55.991,17.734,1099,0,0,0,0,1,Reliable,0,0.9999851,3JU8CV4BRLOHXIIAHG2T32BYJCNPOX#142b1260-0454-4124-8728-271597db4474#1A34D5D6PU193AR,1099,Your Task,Reliable
1159,4,30,1,1,2,0,0,13,13,0,0,0,0,5,0,54,0,62.422577692,0.215435989,1.615769914,0.053858997,0.053858997,0.107717994,0,0,0.700166963,0.700166963,0,0,0,0,0.269294986,0,2.908385846,0,18.567,0,1000,0,0,0,0,1,Reliable,0,0.9999876,3L7SUC0TTU6Q9YTENF8QWXLLG4Y0MO#67f4fd97-a094-42a3-8c7d-c1939ceadbe9#1A365NYJ1MTL2PC,1000,Your Task,Reliable
201,8,14,2,2,4,0,0,3,3,0,0,0,0,0,0,18,0,19.095572867,0.760022801,1.330039901,0.1900057,0.1900057,0.3800114,0,0,0.28500855,0.28500855,0,0,0,0,0,0,1.710051302,0,10.526,0,1099,0,0,0,0,1,Reliable,0,0.99999154,3LVTFB9DE5UE5H2RTA4AYYS6XMLGQV#0001dbe7-c99e-431c-83d0-bed8249d75d3#1A24D1Z6SX07V8Y,1099,Your Task,Reliable
2523,13,48,5,5,7,0,1,15,15,0,0,0,0,8,0,117,0,60.075719694,0.30954592,1.142938781,0.119056123,0.119056123,0.166678572,0,0.023811225,0.357168369,0.357168369,0,0,0,0,0.190489797,0,2.78591328,0,41.997,0,1099,0,0,0,0,1,Reliable,0,0.9999869,3MGHRFQY2L1Q3FIS6IW1QS8SPECY0C#5f48c7a9-2a2f-4a53-92ba-5e38af35e2c5#1A2QECW5KHL7R3X,1099,Your Task,Reliable
2370,19,44,3,3,4,0,0,17,17,0,0,0,0,7,0,124,0,63.503121567,0.509096755,1.178960907,0.080383698,0.080383698,0.107178264,0,0,0.455507623,0.455507623,0,0,0,0,0.187561962,0,3.322526192,0,37.321,0,1099,0,0,0,0,1,Reliable,0,0.9999865,3O2Y2UIUCQ6MGE815LEVKRGLX1SFK2#219a55db-24b9-4b3e-bd3c-9b7c2f437c99#1A2PYF0MSOKZREH,1099,Your Task,Reliable
1235,6,32,2,2,4,0,0,12,12,0,0,0,0,5,0,48,0,55.423416955,0.269263564,1.436072342,0.089754521,0.089754521,0.179509043,0,0,0.538527128,0.538527128,0,0,0,0,0.224386303,0,2.154108513,0,22.283,0,1099,0,0,0,0,1,Reliable,0,0.9999895,3P4ZBJFX2VFDBE2IUZXY82AGK82WFG#7fdf4600-5ad1-48ae-a869-db46df51b71f#1A1HTAP1L8H7O4C,1099,Your Task,Reliable
287,9,20,2,2,2,0,0,7,7,0,0,0,0,3,0,22,0,30.115424974,0.944386149,2.098635887,0.209863589,0.209863589,0.209863589,0,0,0.73452256,0.73452256,0,0,0,0,0.314795383,0,2.308499475,0,9.53,250.829,1468,0,0,0,1,0,Reliable,0,0.9999945,3RKHNXPHGW8BZW5R0A9U6RHO7O7UKG#4639b913-4626-413c-951a-f4d3bf263702#1A2AJA75AME8IR,1468,Table - 1/3,Reliable
11422,9,54,2,2,4,0,0,23,23,0,0,0,0,15,0,113,0,241.398258517,0.1902105,1.141262998,0.042269,0.042269,0.084538,0,0,0.486093499,0.486093499,0,0,0,0,0.317017499,0,2.388198495,0,47.316,88.593,1099,0,0,0,0,1,Reliable,0,0.9999857,3S829FDFT2DV2UTCDYYUMLL2HXRXDY#15aa9ee1-5d1e-46dd-b668-55098074202c#1A1MO99RDX7AZMA,1099,Your Task,Reliable
12945,12,47,4,4,5,0,0,17,17,0,0,0,0,21,0,135,0,121.987994384,0.113082729,0.442907357,0.037694243,0.037694243,0.047117804,0,0,0.160200533,0.160200533,0,0,0,0,0.197894777,0,1.272180706,0,106.117,33.652,1099,0,0,0,0,1,Reliable,0,0.9999857,3T5ZXGO9DE0EWYXWJ2SZJ58C8CEQZT#75d0de95-6478-4c70-b4dd-c06485c7a1fc#1A2OXZSJ6R1ZA3R,1099,Your Task,Reliable
2223,51,34,2,2,4,0,0,13,13,0,0,0,0,12,0,100,0,43.485915493,0.997652582,0.665101721,0.039123631,0.039123631,0.078247261,0,0,0.254303599,0.254303599,0,0,0,0,0.234741784,0,1.956181534,0,51.12,0,1099,0,0,0,0,1,Reliable,0,0.9999876,3T6EIBTM9L0L8AI7IEFECC2YV9LAA5#d5987291-980d-474f-a7f2-e22d452de725#1ANM0HE7ZQO0AL,1099,Your Task,Reliable
925,14,39,7,7,8,0,1,8,8,0,0,0,0,1,0,42,0,27.3992891,0.414691943,1.15521327,0.207345972,0.207345972,0.236966825,0,0.029620853,0.236966825,0.236966825,0,0,0,0,0.029620853,0,1.244075829,0,33.76,136.869,971,0,0,0,0,1,Reliable,0,0.9999945,3TC2K6WK9GEIKJUO812LA3D5TXT82S#85033b12-90b9-48c6-80b8-df762e5f818b#1ADWYBVJNXZ0S7,971,Your Task,Reliable
4341,12,28,2,2,4,0,0,10,10,0,0,0,0,17,0,85,0,146.181303879,0.404094828,0.942887931,0.067349138,0.067349138,0.134698276,0,0,0.33674569,0.33674569,0,0,0,0,0.572467672,0,2.862338362,0,29.696,39.688,1001,0,0,0,0,1,Reliable,0,0.99998844,3TUOHPJXYH9UB0T3UT3KE9ANODWXW6#624d43db-2d57-424a-a4cb-9d1e7d604b92#1A15VBV65SBNWDB,1001,Your Task,Reliable
3233,19,28,5,5,6,0,0,6,6,0,0,0,0,3,0,33,0,125.63634244,0.738351533,1.088096996,0.194303035,0.194303035,0.233163642,0,0,0.233163642,0.233163642,0,0,0,0,0.116581821,0,1.282400031,0,25.733,113.487,971,0,0,0,0,1,Reliable,0,0.99999297,3TX9T2ZCB9DJGVTIVBR5BUQYWDVZW6#cf95b903-f1de-49da-ba94-e293625d8b7b#1A297VO0VFHAK05,971,Your Task,Reliable
89,5,19,1,1,1,0,0,8,8,0,0,0,0,0,0,39,0,5.146888735,0.289151053,1.098774,0.057830211,0.057830211,0.057830211,0,0,0.462641684,0.462641684,0,0,0,0,0,0,2.25537821,0,17.292,0,1468,0,0,1,0,0,Reliable,0,0.9999957,3ULIZ0H1VAHS8GTQRZV4T0T9Z1A15Y#4c097ff6-0699-4ee0-bdf4-e5625502ccdb#1A2SKT758ZZ91FY,1468,Dates - 2/5,Reliable
91,7,25,2,2,3,0,0,9,9,0,0,0,0,7,0,34,0,4.289013527,0.329924117,1.178300419,0.094264034,0.094264034,0.14139605,0,0,0.424188151,0.424188151,0,0,0,0,0.329924117,0,1.60248857,0,21.217,0,1468,0,0,1,0,0,Reliable,0,0.9999956,3ULIZ0H1VAHS8GTQRZV4T0T9Z1A15Y#4c097ff6-0699-4ee0-bdf4-e5625502ccdb#1A2SKT758ZZ91FY,1468,Dates - 5/5,Reliable
348,9,14,2,2,4,0,0,3,3,0,0,0,0,0,0,23,0,19.492522265,0.504116955,0.78418193,0.11202599,0.11202599,0.22405198,0,0,0.168038985,0.168038985,0,0,0,0,0,0,1.288298885,0,17.853,0,971,0,0,0,0,1,Reliable,0,0.99998903,3VQTAXTYN3XA6T1XUXW17OYYKUYBUD#5540f134-0c94-4a1f-9129-2ca213830f37#1A1SVGSQECZLOC9,971,Your Task,Reliable
78,8,31,3,3,3,0,0,11,11,0,0,0,0,0,0,35,0,6.847511193,0.70230884,2.721446756,0.263365815,0.263365815,0.263365815,0,0,0.965674655,0.965674655,0,0,0,0,0,0,3.072601176,0,11.391,0,1468,0,0,1,0,0,Reliable,0,0.9999957,3XEDXEGFX30VJATB23VAHKTHRZZ0KF#77235d5c-efe8-438f-9943-9ad2395fb8ef#1A2CNSIECB9UP05,1468,Dates - 4/5,Reliable
4049,14,49,4,4,5,0,0,18,18,0,0,0,0,13,0,75,0,78.863308792,0.272681236,0.954384325,0.077908924,0.077908924,0.097386156,0,0,0.35059016,0.35059016,0,0,0,0,0.253204005,0,1.460792334,0,51.342,0,1099,0,0,0,0,1,Reliable,0,0.9999877,3Z56AA6EK4CLN9FTP4O75YVCT7LM6C#450d73a4-f47a-4381-b855-97e02914e2f4#1A2MIAPEJIENJXR,1099,Your Task,Reliable
3,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,3.567181926,0,8.323424495,1.189060642,1.189060642,1.189060642,0,0,2.378121284,2.378121284,0,0,0,0,0,0,0,0,0.841,0,1468,0,1,0,0,0,Reliable,0,0.9999958,3ZQA3IO31B3EGQZ8WER326T0GWEO1P#5fe38714-a0ee-4004-a485-a9ee7cf0d8a3#1A29I22QPVPA5KP,1468,Amounts - 3/11,Reliable
87,4,21,1,1,1,0,0,9,9,0,0,0,0,1,0,35,0,6.721260816,0.309023486,1.6223733,0.077255871,0.077255871,0.077255871,0,0,0.695302843,0.695302843,0,0,0,0,0.077255871,0,2.703955501,0,12.944,0,1470,0,0,1,0,0,Reliable,0,0.9999957,45ef3b36-dd75-41dc-bfde-b327bb6f4b8f#98c26735-bb3b-4d8f-95c0-b80aab6ca780#1e59e11d2,1470,Dates - 3/5,Reliable
4272,10,63,2,2,4,0,0,28,27,0,0,0,0,12,0,74,0,109.611535896,0.256581311,1.616462257,0.051316262,0.051316262,0.102632524,0,0,0.71842767,0.692769539,0,0,0,0,0.307897573,0,1.898701699,0,38.974,0,1033,0,0,0,0,1,Reliable,0,0.99998593,4917de93-0075-425f-b876-4ee80b6e5c51#e6d09e1f-7a89-4da9-94ab-43b1d43d73b0#1105bec0b,1033,Your Task,Reliable
1725,4,41,2,2,5,0,0,16,16,0,0,0,0,7,0,130,0,81.27591406,0.188465888,1.931775349,0.094232944,0.094232944,0.23558236,0,0,0.753863551,0.753863551,0,0,0,0,0.329815303,0,6.125141349,0,21.224,0,970,0,0,0,0,1,Reliable,0,0.9999832,5d535e9e-e62e-4d57-bbe3-a2e097875b0a#b97faf54-b863-4e70-b6db-905863185f3b#1cd2489f5,970,Your Task,Reliable
5510,19,53,4,4,6,0,0,20,19,0,0,0,0,7,0,104,0,87.847964032,0.302924014,0.844998565,0.063773477,0.063773477,0.095660215,0,0,0.318867383,0.302924014,0,0,0,0,0.111603584,0,1.658110392,0,62.722,0,970,0,0,0,0,1,Reliable,0,0.99998546,6a7aea6e-2f25-408b-b659-53f0a457e58f#21c3f28f-101f-491a-aa4c-72f16541d605#1a4306a0a,970,Your Task,Reliable
3654,0,27,0,0,1,0,0,13,13,0,0,0,0,6,0,56,0,75.630252101,0,0.558844227,0,0,0.020697934,0,0,0.269073146,0.269073146,0,0,0,0,0.124187606,0,1.159084323,0,48.314,12.191,970,0,0,0,0,1,Reliable,0,0.9999875,72778696-cd46-47b2-90ba-3404c58554a4#b1596d34-8354-4395-b907-a76f230f6015#16c94ef4e,970,Your Task,Reliable
4333,17,49,2,2,4,0,0,21,20,0,0,0,0,7,0,106,0,77.652329749,0.304659498,0.878136201,0.035842294,0.035842294,0.071684588,0,0,0.376344086,0.358422939,0,0,0,0,0.125448029,0,1.899641577,0,55.8,0,970,0,0,0,0,1,Reliable,0,0.9999844,7d1e6555-7b10-47ce-92d9-c1c02859c424#fabc0686-37a8-4aaf-956b-2026d3653e5e#1d629e107,970,Your Task,Reliable
10703,4,76,2,2,6,0,0,33,33,0,0,0,0,17,2,217,0,219.032027013,0.081858181,1.555305433,0.04092909,0.04092909,0.122787271,0,0,0.675329991,0.675329991,0,0,0,0,0.347897268,0.04092909,4.440806303,0,48.865,36.137,970,0,0,0,0,1,Reliable,0,0.9999857,873b756f-435a-4b1a-80bd-78e989fd52e6#7d0e9f95-dede-47c2-a2a5-c31e88802158#139d77a38,970,Your Task,Reliable
6777,15,44,2,2,4,0,0,18,18,0,0,0,0,7,0,97,0,78.412088675,0.173554866,0.509094275,0.023140649,0.023140649,0.046281298,0,0,0.20826584,0.20826584,0,0,0,0,0.080992271,0,1.12232147,0,86.428,0,970,0,0,0,0,1,Reliable,0,0.9999857,bdccf7d3-0868-4de7-9dad-b32f8000379b#cecf8e75-a1c6-4f31-a834-c7b51844768a#10700f6f5,970,Your Task,Reliable
5325,3,50,1,1,4,0,0,22,22,0,0,0,0,10,0,46,0,263.692185798,0.148558978,2.475982965,0.049519659,0.049519659,0.198078637,0,0,1.089432505,1.089432505,0,0,0,0,0.495196593,0,2.277904328,0,20.194,67.685,970,0,0,0,0,1,Reliable,0,0.99998903,c5fc30e9-2918-4681-aa7d-3912a024d4fc#f78c040b-48fd-4c7e-9139-21dedf0e42e6#1d1f45241,970,Your Task,Reliable
5646,10,43,1,1,3,0,0,19,19,0,0,0,0,9,0,71,0,101.832479619,0.180362167,0.775557319,0.018036217,0.018036217,0.05410865,0,0,0.342688118,0.342688118,0,0,0,0,0.162325951,0,1.280571387,0,55.444,0,970,0,0,0,0,1,Reliable,0,0.9999857,cedcd19d-a11f-4e52-a245-6d1e134edabc#aa34dc43-4dd8-41f0-b29b-3cc19792e8f0#1a630d054,970,Your Task,Reliable
2878,6,39,2,2,5,0,0,15,15,0,0,0,0,5,0,118,0,90.785779628,0.189268477,1.230245103,0.063089492,0.063089492,0.157723731,0,0,0.473171193,0.473171193,0,0,0,0,0.157723731,0,3.722280054,0,31.701,0,970,0,0,0,0,1,Reliable,0,0.99998367,f385f4ff-ea92-496d-a30b-bee4c2fffb20#1ddadef8-7350-46e8-9370-269509a9ea4f#12d702422,970,Your Task,Reliable
6114,21,32,1,1,3,0,0,14,13,0,0,0,0,5,0,107,0,46.463909534,0.159591446,0.243186965,0.007599593,0.007599593,0.022798778,0,0,0.106394297,0.098794705,0,0,0,0,0.037997963,0,0.813156415,0,131.586,13.845,970,0,0,0,0,1,Reliable,0,0.9999857,fe01f573-ab22-47d6-acad-1dbac11a2b79#ddd45383-e0cf-4b40-ba98-9c002c0e08ab#14ed6d088,970,Your Task,Reliable
