mutation_count,mouse_move_count,mouse_interaction_count,mouse_up_count,mouse_down_count,click_count,context_menu_count,dbl_click_count,focus_count,blur_count,touch_start_count,touch_move_departed_count,touch_end_count,touch_cancel_count,scroll_count,viewport_resize_count,input_count,touch_count,mutation_per_second,mouse_move_per_second,mouse_interaction_per_second,mouse_up_per_second,mouse_down_per_second,click_per_second,context_menu_per_second,dbl_click_per_second,focus_per_second,blur_per_second,touch_start_per_second,touch_move_departed_per_second,touch_end_per_second,touch_cancel_per_second,scroll_per_second,viewport_resize_per_second,input_per_second,touch_per_second,active_s,inactivity_s,DatesReha,Amounts,Dates,Table,Your Task,recording_id,step_id,workunit_id,class
318,0,4,0,0,2,0,0,1,1,0,0,0,0,0,0,12,0,108.236895848,0,1.361470388,0,0,0.680735194,0,0,0.340367597,0.340367597,0,0,0,0,0,0,4.084411164,0,2.938,11.929,0,0,0,0,1,37MQ8Z1JQE8XZPL6L50F9G16ILFY2R#cd8d5bf6-83a0-4518-8e63-d7430e2e6978#1A3DHNSDUMYK2QK,1001,Your Task,Reliable
112,6,14,2,2,4,0,0,3,3,0,0,0,0,0,0,30,0,24.464831804,1.31061599,3.058103976,0.436871997,0.436871997,0.873743993,0,0,0.655307995,0.655307995,0,0,0,0,0,0,6.553079948,0,4.578,0,0,0,0,0,1,3AC6MFV69KU1J5YT0C55ARGADXUZHS#455dd656-9233-4bbc-8747-a4d4cb78d3f2#1A1LV99JKLQTHC6,1099,Your Task,Reliable
6,1,14,2,2,2,0,0,4,4,0,0,0,0,0,0,0,0,17.543859649,2.923976608,40.935672515,5.847953216,5.847953216,5.847953216,0,0,11.695906433,11.695906433,0,0,0,0,0,0,0,0,0.342,0,0,0,0,1,0,3ae55c53-f91d-4303-94ae-328b60f4da69#11bb1481-f0a1-4138-9b6d-7dad5773cc4d#1f4e20ece,1470,Table - 3/7,Reliable
6,1,13,2,2,1,0,0,4,4,0,0,0,0,0,0,0,0,14.319809069,2.386634845,31.026252983,4.77326969,4.77326969,2.386634845,0,0,9.546539379,9.546539379,0,0,0,0,0,0,0,0,0.419,0,0,0,0,1,0,3ae55c53-f91d-4303-94ae-328b60f4da69#11bb1481-f0a1-4138-9b6d-7dad5773cc4d#1f4e20ece,1470,Table - 4/7,Reliable
5,1,17,3,3,2,0,1,4,4,0,0,0,0,0,0,0,0,11.061946903,2.212389381,37.610619469,6.637168142,6.637168142,4.424778761,0,2.212389381,8.849557522,8.849557522,0,0,0,0,0,0,0,0,0.452,0,0,0,0,1,0,3ae55c53-f91d-4303-94ae-328b60f4da69#11bb1481-f0a1-4138-9b6d-7dad5773cc4d#1f4e20ece,1470,Table - 5/7,Reliable
6,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,10.869565217,0,12.68115942,1.811594203,1.811594203,1.811594203,0,0,3.623188406,3.623188406,0,0,0,0,0,0,0,0,0.552,0,0,0,0,1,0,3AQN9REUTFSK2ZJMIUKW5ZSAFC5DYG#1a5452a9-9cc6-4500-9bbe-7b2895240411#1A37XBK0XMMAU5L,1468,Table - 3/7,Reliable
44,0,15,1,1,1,0,0,6,6,0,0,0,0,0,0,19,0,8.18452381,0,2.790178571,0.186011905,0.186011905,0.186011905,0,0,1.116071429,1.116071429,0,0,0,0,0,0,3.53422619,0,5.376,0,0,0,1,0,0,3c8280a4-6404-42e9-ba78-3303f3012737#73aad89e-022b-41c2-86c3-ad1ba2cd85d9#15b566b2b,1470,Dates - 2/5,Reliable
47,0,15,1,1,1,0,0,6,6,0,0,0,0,1,0,19,0,8.622271143,0,2.751788663,0.183452578,0.183452578,0.183452578,0,0,1.100715465,1.100715465,0,0,0,0,0.183452578,0,3.485598973,0,5.451,0,0,0,1,0,0,3c8280a4-6404-42e9-ba78-3303f3012737#73aad89e-022b-41c2-86c3-ad1ba2cd85d9#15b566b2b,1470,Dates - 4/5,Reliable
54,4,14,1,1,2,0,0,5,5,0,0,0,0,3,0,24,0,6.740731494,0.499313444,1.747597054,0.124828361,0.124828361,0.249656722,0,0,0.624141805,0.624141805,0,0,0,0,0.374485083,0,2.995880664,0,8.011,0,0,0,1,0,0,3c8280a4-6404-42e9-ba78-3303f3012737#73aad89e-022b-41c2-86c3-ad1ba2cd85d9#15b566b2b,1470,Dates - 5/5,Reliable
25,0,13,1,1,1,0,0,5,5,0,0,0,0,0,0,7,0,7.802746567,0,4.057428215,0.312109863,0.312109863,0.312109863,0,0,1.560549313,1.560549313,0,0,0,0,0,0,2.184769039,0,3.204,0,0,0,1,0,0,3CVBMEMMXBSIZVSNHHDMJ7NB35PH7S#7064bfe4-d8ad-4c32-80ec-ee2edd8caafa#1A37XBK0XMMAU5L,1468,Dates - 4/5,Reliable
131,5,14,2,2,4,0,0,3,3,0,0,0,0,0,0,25,0,23.485120115,0.89637863,2.509860165,0.358551452,0.358551452,0.717102904,0,0,0.537827178,0.537827178,0,0,0,0,0,0,4.481893152,0,5.578,0,0,0,0,0,1,3D0LPO3EABBB6WAB83YCGT49JOZYOH#25619249-cf25-4b11-b164-97e399293ba3#1A1LV99JKLQTHC6,1099,Your Task,Reliable
5,1,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,9.708737864,1.941747573,13.59223301,1.941747573,1.941747573,1.941747573,0,0,3.883495146,3.883495146,0,0,0,0,0,0,0,0,0.515,0,0,0,0,1,0,3H6W48L9F41P2RRC82T3KWOJIN5PW4#a4b3b7cc-dd07-436b-97bf-7fb73218e6a4#1A29QNWCVA5VHFY,1468,Table - 4/7,Reliable
6,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,10.135135135,0,11.824324324,1.689189189,1.689189189,1.689189189,0,0,3.378378378,3.378378378,0,0,0,0,0,0,0,0,0.592,0,0,0,0,1,0,3H6W48L9F41P2RRC82T3KWOJIN5PW4#a4b3b7cc-dd07-436b-97bf-7fb73218e6a4#1A29QNWCVA5VHFY,1468,Table - 5/7,Reliable
5,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,9.765625,0,13.671875,1.953125,1.953125,1.953125,0,0,3.90625,3.90625,0,0,0,0,0,0,0,0,0.512,0,0,0,0,1,0,3H6W48L9F41P2RRC82T3KWOJIN5PW4#a4b3b7cc-dd07-436b-97bf-7fb73218e6a4#1A29QNWCVA5VHFY,1468,Table - 6/7,Reliable
36,4,19,3,3,3,0,0,5,5,0,0,0,0,5,0,13,0,7.431874484,0.825763832,3.9223782,0.619322874,0.619322874,0.619322874,0,0,1.032204789,1.032204789,0,0,0,0,1.032204789,0,2.683732453,0,4.844,0,0,0,1,0,0,3H6W48L9F41P2RRC82T3KWOJIN8PW7#a33826f1-1560-4249-8772-c57d023f429b#1A23NRUJRQE6D8Y,1468,Dates - 5/5,Reliable
26,2,16,2,2,2,0,0,5,5,0,0,0,0,0,0,8,0,6.694129763,0.514933059,4.11946447,0.514933059,0.514933059,0.514933059,0,0,1.287332647,1.287332647,0,0,0,0,0,0,2.059732235,0,3.884,0,0,0,1,0,0,3HA5ODM5KA490U7ZA9S1TZAGYYAVSG#f0ad0241-ba76-4bb5-aa4e-c20ae13eed51#1A14CWOC99IDIA0,1468,Dates - 3/5,Reliable
28,2,11,1,1,1,0,0,4,4,0,0,0,0,0,0,11,0,6.874539651,0.491038547,2.700712006,0.245519273,0.245519273,0.245519273,0,0,0.982077093,0.982077093,0,0,0,0,0,0,2.700712006,0,4.073,0,0,0,1,0,0,3HXCEECSQM5N50OIAC9TWRBD3UCYZX#bfacb6b9-3a2b-4928-a3db-a43befc42681#1A14CWOC99IDIA0,1468,Dates - 2/5,Reliable
101,5,11,2,2,3,0,0,2,2,0,0,0,0,0,0,19,0,22.251597268,1.101564221,2.423441287,0.440625688,0.440625688,0.660938533,0,0,0.440625688,0.440625688,0,0,0,0,0,0,4.185944041,0,4.539,0,0,0,0,0,1,3JTPR5MTZSOUEHFCZ91MYFP74FS5KX#eb247794-e386-4503-82bd-b2bed9ca6570#1A1IA1AM7HBI34Z,1099,Your Task,Reliable
94,4,14,2,2,4,0,0,3,3,0,0,0,0,0,0,26,0,21.358782095,0.908884344,3.181095206,0.454442172,0.454442172,0.908884344,0,0,0.681663258,0.681663258,0,0,0,0,0,0,5.907748239,0,4.401,0,0,0,0,0,1,3JYPJ2TAYIKNR55HIDJ3G82JNJ9PFY#1aa23928-ed79-460d-8aad-e161fc16242b#1A26TTM611MHNRG,1099,Your Task,Reliable
43,1,15,1,1,1,0,0,6,6,0,0,0,0,0,0,19,0,10.044382154,0.233590283,3.50385424,0.233590283,0.233590283,0.233590283,0,0,1.401541696,1.401541696,0,0,0,0,0,0,4.43821537,0,4.281,0,0,0,1,0,0,3K3G488TR2KGPKD7CELJU11G3MMQ5E#9ce0fd12-3a58-46e6-8c6c-7093c62a9115#1AGAKUPDVO5SH5,1468,Dates - 2/3,Reliable
114,6,14,2,2,4,0,0,3,3,0,0,0,0,1,0,8,0,23.543990087,1.239157373,2.891367204,0.413052458,0.413052458,0.826104915,0,0,0.619578686,0.619578686,0,0,0,0,0.206526229,0,1.652209831,0,4.842,0,0,0,0,0,1,3KTCJ4SCVGDQGNEWJYCQA24UH4G1ME#51f95ab2-a99d-4332-91d4-1861c5d4b611#1A1LV99JKLQTHC6,1099,Your Task,Reliable
130,0,5,0,0,2,0,0,2,1,0,0,0,0,0,0,16,0,38.910505837,0,1.496557917,0,0,0.598623167,0,0,0.598623167,0.299311583,0,0,0,0,0,0,4.788985334,0,3.341,22.392,0,0,0,0,1,3LN3BXKGC07JPEYD5J3GQNARHWKWG9#707dc0da-01f5-42e1-bf84-bbc0991e186a#1A3DHNSDUMYK2QK,1001,Your Task,Reliable
24,3,8,1,1,2,0,0,2,2,0,0,0,0,6,0,9,0,5.986530307,0.748316288,1.995510102,0.249438763,0.249438763,0.498877526,0,0,0.498877526,0.498877526,0,0,0,0,1.496632577,0,2.244948865,0,4.009,0,0,0,1,0,0,3NCN4N1H1GTXB3HOXWKFTT6387PBNH#bd4b0952-9be4-4d00-97a0-b9b03264f682#1A37XBK0XMMAU5L,1468,Dates - 5/5,Reliable
46,0,17,1,1,1,0,0,7,7,0,0,0,0,0,0,22,0,9.494324045,0,3.50877193,0.206398349,0.206398349,0.206398349,0,0,1.444788442,1.444788442,0,0,0,0,0,0,4.540763674,0,4.845,0,0,0,1,0,0,3NQUW096N6KOZAZ6NZQ4PV7OFCJL9C#b9e4b9fd-3020-44cd-b00d-e45003705a69#1A37XBK0XMMAU5L,1468,Dates - 3/5,Reliable
6,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,10.135135135,0,11.824324324,1.689189189,1.689189189,1.689189189,0,0,3.378378378,3.378378378,0,0,0,0,0,0,0,0,0.592,0,0,0,0,1,0,3NSM4HLQNR65I6W5W69MSCW7ZIDQQV#6efe4e60-0476-43b1-a251-a6b0e31e60fe#1A29QNWCVA5VHFY,1468,Table - 2/7,Reliable
6,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,11.85770751,0,13.833992095,1.976284585,1.976284585,1.976284585,0,0,3.95256917,3.95256917,0,0,0,0,0,0,0,0,0.506,0,0,0,0,1,0,3NSM4HLQNR65I6W5W69MSCW7ZIDQQV#6efe4e60-0476-43b1-a251-a6b0e31e60fe#1A29QNWCVA5VHFY,1468,Table - 4/7,Reliable
75,5,14,2,2,4,0,0,3,3,0,0,0,0,0,0,20,0,22.228808536,1.481920569,4.149377593,0.592768228,0.592768228,1.185536455,0,0,0.889152341,0.889152341,0,0,0,0,0,0,5.927682276,0,3.374,0,0,0,0,0,1,3OKP4QVBP29MI1VA4E7O8YD0PCCAG5#58247190-2d84-4d25-b48c-2118c809ad4e#1A26TTM611MHNRG,1099,Your Task,Reliable
22,9,26,4,4,4,0,0,7,7,0,0,0,0,0,0,3,0,4.970628107,2.033438771,5.874378671,0.903750565,0.903750565,0.903750565,0,0,1.581563488,1.581563488,0,0,0,0,0,0,0.677812924,0,4.426,0,0,0,1,0,0,3RTFSSG7T8IZB6CEGA0W3FFZDD3WLC#c9e35ad3-14b0-4c93-9f7b-0721670991e3#1ALUVGI267N5EE,1468,Dates - 1/5,Reliable
21,6,26,4,4,4,0,0,7,7,0,0,0,0,0,0,1,0,6.350166314,1.814333233,7.862110674,1.209555488,1.209555488,1.209555488,0,0,2.116722105,2.116722105,0,0,0,0,0,0,0.302388872,0,3.307,0,0,0,1,0,0,3RTFSSG7T8IZB6CEGA0W3FFZDD3WLC#c9e35ad3-14b0-4c93-9f7b-0721670991e3#1ALUVGI267N5EE,1468,Dates - 2/5,Reliable
28,7,21,3,3,3,0,0,6,6,0,0,0,0,3,0,6,0,5.616850552,1.404212638,4.212637914,0.601805416,0.601805416,0.601805416,0,0,1.203610832,1.203610832,0,0,0,0,0.601805416,0,1.203610832,0,4.985,0,0,0,1,0,0,3TKSOBLOHLSVAUSRU6F62Y69RI8BBP#d1ff59c3-6437-4302-b721-0b37b68f2fd1#1ALUVGI267N5EE,1468,Dates - 4/5,Reliable
28,7,21,3,3,3,0,0,6,6,0,0,0,0,3,0,6,0,5.616850552,1.404212638,4.212637914,0.601805416,0.601805416,0.601805416,0,0,1.203610832,1.203610832,0,0,0,0,0.601805416,0,1.203610832,0,4.985,0,0,0,1,0,0,3TKSOBLOHLSVAUSRU6F62Y69RI8BBP#f2fd6e8a-1d77-42b7-aac5-5395c67d220e#1ALUVGI267N5EE,1468,Dates - 4/5,Reliable
54,6,18,3,3,4,0,0,4,4,0,0,0,0,0,0,15,0,12.018695749,1.335410639,4.006231916,0.667705319,0.667705319,0.890273759,0,0,0.890273759,0.890273759,0,0,0,0,0,0,3.338526597,0,4.493,0,0,0,0,0,1,3TLFH2L6Y901I3MCBZDG1Z9R3IPT2N#37225977-f3ac-4c3b-abf0-de5bddb88146#1A26TTM611MHNRG,1099,Your Task,Reliable
63,0,21,1,1,1,0,0,9,9,0,0,0,0,0,0,31,0,13.674842631,0,4.558280877,0.217060994,0.217060994,0.217060994,0,0,1.953548947,1.953548947,0,0,0,0,0,0,6.728890818,0,4.607,0,0,0,1,0,0,3UDTAB6HH6BB2EAKY64LRBF0CE909J#b136232b-7bb2-4393-a970-f7e8ebe574bc#1AOBXYA3PWHSY8,1468,Dates - 4/5,Reliable
6,1,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,12.024048096,2.004008016,14.028056112,2.004008016,2.004008016,2.004008016,0,0,4.008016032,4.008016032,0,0,0,0,0,0,0,0,0.499,0,0,0,0,1,0,3UV0D2KX1MV12CJYKTRFDAROWOJ4FU#f6d7a891-e86a-4121-a704-932c42af08d6#1AGAKUPDVO5SH5,1468,Table - 2/7,Reliable
109,6,21,3,3,5,0,0,5,5,0,0,0,0,0,0,28,0,21.695859873,1.194267516,4.179936306,0.597133758,0.597133758,0.99522293,0,0,0.99522293,0.99522293,0,0,0,0,0,0,5.573248408,0,5.024,0,0,0,0,0,1,3VDI8GSXAF58ZD2V7GNAC775ZOBG86#8f19900a-9d3f-44a2-92d0-1c658e5bf25d#1A26TTM611MHNRG,1099,Your Task,Reliable
120,9,19,3,3,5,0,0,4,4,0,0,0,0,0,0,26,0,22.177046757,1.663278507,3.511365736,0.554426169,0.554426169,0.924043615,0,0,0.739234892,0.739234892,0,0,0,0,0,0,4.805026797,0,5.411,0,0,0,0,0,1,3VEI3XUCZR9KUVAQ98JXXXG2Q7LRPW#1b759284-09f7-49cf-9e15-a3a6d765149a#1A1LV99JKLQTHC6,1099,Your Task,Reliable
41,1,15,1,1,1,0,0,6,6,0,0,0,0,0,0,19,0,8.216432866,0.200400802,3.006012024,0.200400802,0.200400802,0.200400802,0,0,1.20240481,1.20240481,0,0,0,0,0,0,3.80761523,0,4.99,0,0,0,1,0,0,3VW0145YLYOXB4U09NIWE20GBL6JMQ#a2b13e62-41a1-4402-8018-5657022ce12c#1A14CWOC99IDIA0,1468,Dates - 2/5,Reliable
34,1,13,1,1,1,0,0,5,5,0,0,0,0,1,0,14,0,8.409596834,0.247341083,3.215434084,0.247341083,0.247341083,0.247341083,0,0,1.236705417,1.236705417,0,0,0,0,0.247341083,0,3.462775167,0,4.043,0,0,0,1,0,0,3X7837UUADAVM198M7BFP63ULM76JL#bd77dcfe-3c25-47e6-93fb-79555aefb1a4#1A23NRUJRQE6D8Y,1468,Dates - 2/5,Reliable
48,0,17,1,1,1,0,0,7,7,0,0,0,0,0,0,24,0,10.466637593,0,3.706934147,0.21805495,0.21805495,0.21805495,0,0,1.526384649,1.526384649,0,0,0,0,0,0,5.233318796,0,4.586,0,0,0,1,0,0,3YLPJ8OXX8PI2YAJKNX1JHRV0TFX4E#a593befe-bebd-48d9-9405-f5d6842859ff#1AGAKUPDVO5SH5,1468,Dates - 2/5,Reliable
832,6,11,2,2,3,0,0,2,2,0,0,0,0,1,0,5,0,263.041416377,1.896933291,3.477711034,0.632311097,0.632311097,0.948466646,0,0,0.632311097,0.632311097,0,0,0,0,0.316155549,0,1.580777743,0,3.163,11.988,0,0,0,0,1,3Z8UJEJOCZP7J69HHTM4T9D7FOI392#550a509e-7bde-42be-b78e-95df476b9442#1A21WE3JHK78RPE,1099,Your Task,Unreliable
29,0,11,1,1,1,0,0,4,4,0,0,0,0,0,0,9,0,7.011605416,0,2.659574468,0.241779497,0.241779497,0.241779497,0,0,0.967117988,0.967117988,0,0,0,0,0,0,2.176015474,0,4.136,0,0,0,1,0,0,3ZTE0JGGCE4Y3T96CBGNJ2CQG2RCO1#bc402c68-8ec4-4428-bbb5-3bdc87a7df19#1A23NRUJRQE6D8Y,1468,Dates - 2/5,Reliable
15,3,9,1,1,1,0,0,3,3,0,0,0,0,1,0,2,0,4.480286738,0.896057348,2.688172043,0.298685783,0.298685783,0.298685783,0,0,0.896057348,0.896057348,0,0,0,0,0.298685783,0,0.597371565,0,3.348,0,0,0,1,0,0,457d0ab5-dd6b-4bf7-9c74-010046f682d5#6a598850-3601-404f-8437-8b6441f92ef0#1adda1f8d,1470,Dates - 2/5,Reliable
5,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,11.990407674,0,16.786570743,2.398081535,2.398081535,2.398081535,0,0,4.79616307,4.79616307,0,0,0,0,0,0,0,0,0.417,0,0,0,0,1,0,5615e0d3-d00f-4401-abf7-4b1b23e213ad#c5aea612-7613-478a-8121-c9166ccbf45d#1da057848,1470,Table - 4/7,Reliable
6,1,8,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,12.371134021,2.06185567,16.494845361,2.06185567,2.06185567,2.06185567,0,2.06185567,4.12371134,4.12371134,0,0,0,0,0,0,0,0,0.485,0,0,0,0,1,0,5615e0d3-d00f-4401-abf7-4b1b23e213ad#c5aea612-7613-478a-8121-c9166ccbf45d#1da057848,1470,Table - 5/7,Reliable
5,1,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,10.351966874,2.070393375,14.492753623,2.070393375,2.070393375,2.070393375,0,0,4.140786749,4.140786749,0,0,0,0,0,0,0,0,0.483,0,0,0,0,1,0,5615e0d3-d00f-4401-abf7-4b1b23e213ad#c5aea612-7613-478a-8121-c9166ccbf45d#1da057848,1470,Table - 6/7,Reliable
17,8,17,3,3,3,0,0,4,4,0,0,0,0,0,0,6,0,3.947979563,1.857872736,3.947979563,0.696702276,0.696702276,0.696702276,0,0,0.928936368,0.928936368,0,0,0,0,0,0,1.393404552,0,4.306,0,0,1,0,0,0,7344e352-5a31-4ae3-9e73-4cfbcb2a40e6#1085604a-7b18-4d1e-8926-a035b5d476d1#17d57736f,1470,Amounts - 1/11,Reliable
6,2,7,1,1,1,0,0,2,2,0,0,0,0,0,0,1,0,7.434944238,2.478314746,8.674101611,1.239157373,1.239157373,1.239157373,0,0,2.478314746,2.478314746,0,0,0,0,0,0,1.239157373,0,0.807,0,0,1,0,0,0,7344e352-5a31-4ae3-9e73-4cfbcb2a40e6#1085604a-7b18-4d1e-8926-a035b5d476d1#17d57736f,1470,Amounts - 10/11,Reliable
5,2,11,2,2,3,0,0,2,2,0,0,0,0,0,0,1,0,3.095975232,1.238390093,6.811145511,1.238390093,1.238390093,1.857585139,0,0,1.238390093,1.238390093,0,0,0,0,0,0,0.619195046,0,1.615,0,0,1,0,0,0,7344e352-5a31-4ae3-9e73-4cfbcb2a40e6#1085604a-7b18-4d1e-8926-a035b5d476d1#17d57736f,1470,Amounts - 11/11,Reliable
6,3,7,1,1,1,0,0,2,2,0,0,0,0,0,0,1,0,3.919007185,1.959503592,4.572175049,0.653167864,0.653167864,0.653167864,0,0,1.306335728,1.306335728,0,0,0,0,0,0,0.653167864,0,1.531,0,0,1,0,0,0,7344e352-5a31-4ae3-9e73-4cfbcb2a40e6#1085604a-7b18-4d1e-8926-a035b5d476d1#17d57736f,1470,Amounts - 2/11,Reliable
4,1,7,1,1,1,0,0,2,2,0,0,0,0,0,0,1,0,4.683840749,1.170960187,8.196721311,1.170960187,1.170960187,1.170960187,0,0,2.341920375,2.341920375,0,0,0,0,0,0,1.170960187,0,0.854,0,0,1,0,0,0,7344e352-5a31-4ae3-9e73-4cfbcb2a40e6#1085604a-7b18-4d1e-8926-a035b5d476d1#17d57736f,1470,Amounts - 3/11,Reliable
7,2,7,1,1,1,0,0,2,2,0,0,0,0,0,0,1,0,6.560449859,1.874414246,6.560449859,0.937207123,0.937207123,0.937207123,0,0,1.874414246,1.874414246,0,0,0,0,0,0,0.937207123,0,1.067,0,0,1,0,0,0,7344e352-5a31-4ae3-9e73-4cfbcb2a40e6#1085604a-7b18-4d1e-8926-a035b5d476d1#17d57736f,1470,Amounts - 4/11,Reliable
4,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,1,0,4.79616307,0,8.393285372,1.199040767,1.199040767,1.199040767,0,0,2.398081535,2.398081535,0,0,0,0,0,0,1.199040767,0,0.834,0,0,1,0,0,0,7344e352-5a31-4ae3-9e73-4cfbcb2a40e6#1085604a-7b18-4d1e-8926-a035b5d476d1#17d57736f,1470,Amounts - 5/11,Reliable
5,1,7,1,1,1,0,0,2,2,0,0,0,0,0,0,1,0,6.570302234,1.314060447,9.198423127,1.314060447,1.314060447,1.314060447,0,0,2.628120894,2.628120894,0,0,0,0,0,0,1.314060447,0,0.761,0,0,1,0,0,0,7344e352-5a31-4ae3-9e73-4cfbcb2a40e6#1085604a-7b18-4d1e-8926-a035b5d476d1#17d57736f,1470,Amounts - 6/11,Reliable
7,4,10,2,2,2,0,0,2,2,0,0,0,0,0,0,1,0,3.451676529,1.972386588,4.930966469,0.986193294,0.986193294,0.986193294,0,0,0.986193294,0.986193294,0,0,0,0,0,0,0.493096647,0,2.028,0,0,1,0,0,0,7344e352-5a31-4ae3-9e73-4cfbcb2a40e6#1085604a-7b18-4d1e-8926-a035b5d476d1#17d57736f,1470,Amounts - 7/11,Reliable
