mutation_count,mouse_move_count,mouse_interaction_count,mouse_up_count,mouse_down_count,click_count,context_menu_count,dbl_click_count,focus_count,blur_count,touch_start_count,touch_move_departed_count,touch_end_count,touch_cancel_count,scroll_count,viewport_resize_count,input_count,touch_count,mutation_per_second,mouse_move_per_second,mouse_interaction_per_second,mouse_up_per_second,mouse_down_per_second,click_per_second,context_menu_per_second,dbl_click_per_second,focus_per_second,blur_per_second,touch_start_per_second,touch_move_departed_per_second,touch_end_per_second,touch_cancel_per_second,scroll_per_second,viewport_resize_per_second,input_per_second,touch_per_second,active_s,inactivity_s,step_id,DatesReha,Amounts,Dates,Table,Your Task,Prediction,Confidence,confidence_without_cal,recording_id,step_id,workunit_id,class
876,7,32,2,2,4,0,0,12,12,0,0,0,0,5,0,72,0,53.6271809,0.428527701,1.958983777,0.122436486,0.122436486,0.244872972,0,0,0.734618916,0.734618916,0,0,0,0,0.306091215,0,4.407713499,0,16.335,0,1000,0,0,0,0,1,Reliable,0,0.999987,3HXK2V1N4KRXDY06RZE92GU3HCP2GD#a525478e-23e6-46fd-a83f-fd0086e5dae7#1A3C8E2JUH88MPY,1000,Your Task,Reliable
3298,8,34,2,2,4,0,0,13,13,0,0,0,0,9,0,107,0,58.819332977,0.142678794,0.606384876,0.035669699,0.035669699,0.071339397,0,0,0.231853041,0.231853041,0,0,0,0,0.160513644,0,1.908328875,0,56.07,0,1000,0,0,0,0,1,Reliable,0,0.99998486,3566S7OX5DV7VK79FSA1RK75Q3S17S#41244c7c-d050-46cd-8e31-84e09b61b254#1A2JPBH207YW0UQ,1000,Your Task,Reliable
2938,30,44,5,5,6,0,0,14,14,0,0,0,0,6,0,87,0,38.935050822,0.397566891,0.583098106,0.066261148,0.066261148,0.079513378,0,0,0.185531216,0.185531216,0,0,0,0,0.079513378,0,1.152943983,0,75.459,0,1000,0,0,0,0,1,Reliable,0,0.9999865,3UEBBGULPF00JADDZZIXQEPJZO9FUA#166bfe0a-5f36-410a-bb48-d7b5dc994bf7#1A2YVOYSLGN6T9N,1000,Your Task,Reliable
2424,14,32,2,2,4,0,0,12,12,0,0,0,0,11,0,57,0,58.598849297,0.338442199,0.773582169,0.048348886,0.048348886,0.096697771,0,0,0.290093313,0.290093313,0,0,0,0,0.265918871,0,1.377943238,0,41.366,0,1000,0,0,0,0,1,Reliable,0,0.9999871,3ZXNP4Z39RXKLRBD82SKBZGJO9WL7H#9001cd9d-c023-4afc-a3bc-0515de97436d#1A1TU91GGHEXCY3,1000,Your Task,Reliable
1733,6,38,3,3,4,0,0,14,14,0,0,0,0,4,0,75,0,49.884858952,0.172711572,1.093839954,0.086355786,0.086355786,0.115141048,0,0,0.402993667,0.402993667,0,0,0,0,0.115141048,0,2.158894646,0,34.74,0,1000,0,0,0,0,1,Reliable,0,0.9999869,3KTZHH2ONIR8RNYHIJL5PCR3ZYT8MU#b16fe459-77ac-43bb-9bd4-2d07b49e9b67#1A3GMJ6VWF14GG8,1000,Your Task,Reliable
2837,9,54,2,2,4,0,0,23,23,0,0,0,0,10,0,27,0,114.38132484,0.362859332,2.177155989,0.080635407,0.080635407,0.161270814,0,0,0.927307181,0.927307181,0,0,0,0,0.403177035,0,1.088577995,0,24.803,0,1000,0,0,0,0,1,Reliable,0,0.9999876,34O39PNDK6KIQ19GQ31W2DBEDRDRB0#c25b7f13-f83c-42ea-8dee-c184979324c1#1A2CISGF0TU0J75,1000,Your Task,Reliable
3103,21,34,3,3,4,0,0,12,12,0,0,0,0,13,0,71,0,60.706250611,0.410838306,0.665166781,0.058691187,0.058691187,0.078254915,0,0,0.234764746,0.234764746,0,0,0,0,0.254328475,0,1.389024748,0,51.115,0,1000,0,0,0,0,1,Reliable,0,0.9999865,3OCZWXS7ZOJ5YNXUK9DNDF2NX325LN#abb471ab-d9a9-4060-a53f-669939c305c0#1A2RKFTWTSJQE6S,1000,Your Task,Reliable
1124,6,54,2,2,4,0,0,23,23,0,0,0,0,11,0,27,0,78.938127678,0.421377906,3.792401152,0.140459302,0.140459302,0.280918604,0,0,1.615281972,1.615281972,0,0,0,0,0.772526161,0,1.896200576,0,14.239,0,1000,0,0,0,0,1,Reliable,0,0.99998784,3OPLMF3EU5Z9OC30O9997W29OO2LNT#8c21860b-1a34-4090-bc94-1fd80f6184ff#1AYX0EWP48PYJG,1000,Your Task,Reliable
3226,21,52,5,5,6,0,0,18,18,0,0,0,0,6,0,51,0,57.166146867,0.372129288,0.921463,0.088602212,0.088602212,0.106322654,0,0,0.318967961,0.318967961,0,0,0,0,0.106322654,0,0.903742557,0,56.432,0,1000,0,0,0,0,1,Reliable,0,0.9999875,31JUPBOORNGOL5GWI7KQPZCEZT38LS#0ae261ce-1cbe-4cec-8f07-8e43b9f7ccf5#1A8IH6UFVG5VO7,1000,Your Task,Reliable
1944,0,24,0,0,2,0,0,11,11,0,0,0,0,5,0,87,0,60.927069295,0,0.752186041,0,0,0.06268217,0,0,0.344751935,0.344751935,0,0,0,0,0.156705425,0,2.726674397,0,31.907,0,1000,0,0,0,0,1,Reliable,0,0.99998605,3MYASTQBG7NBTXS0RK32SDP9KQMQD4#fc0937ac-9feb-4c5b-907c-13b815884645#1A1OHRPQV7ZQRW9,1000,Your Task,Reliable
2014,15,34,3,3,4,0,0,12,12,0,0,0,0,7,0,93,0,56.836461126,0.423310286,0.959503316,0.084662057,0.084662057,0.112882743,0,0,0.338648229,0.338648229,0,0,0,0,0.1975448,0,2.624523776,0,35.435,0,1000,0,0,0,0,1,Reliable,0,0.99998605,3ZC62PVYDHM900YT4YZ6GSOUXBLXXA#d9e32f96-ff46-4fc6-aba1-d88c29c873f9#1A3ABJN1IL7UCZ8,1000,Your Task,Reliable
2478,7,51,2,2,5,0,0,21,21,0,0,0,0,7,0,72,0,75.127334465,0.212224109,1.54620422,0.06063546,0.06063546,0.151588649,0,0,0.636672326,0.636672326,0,0,0,0,0.212224109,0,2.182876546,0,32.984,0,1000,0,0,0,0,1,Reliable,0,0.99998605,3D4BBDG7ZH89H4GKTDWVVZEGPYX3CF#0d77d03a-7b40-4674-8cc8-d731aec2e3f3#1A2QR2HEZRBAMB8,1000,Your Task,Reliable
201,11,44,3,3,4,0,0,17,17,0,0,0,0,7,0,84,0,4.18872171,0.229233526,0.916934106,0.062518234,0.062518234,0.083357646,0,0,0.354269995,0.354269995,0,0,0,0,0.14587588,0,1.750510566,0,47.986,0,1000,0,0,0,0,1,Reliable,0,0.99998665,36D1BWBEHNDX58WS22C4FLE0DY1M25#aef5d5aa-792a-4e53-92c3-9eacda2e09dc#1A1H03X5S3QT1B7,1000,Your Task,Reliable
800,14,23,3,3,5,0,0,6,6,0,0,0,0,3,0,24,0,41.983731304,0.734715298,1.207032275,0.157438992,0.157438992,0.262398321,0,0,0.314877985,0.314877985,0,0,0,0,0.157438992,0,1.259511939,0,19.055,0,1000,0,0,0,0,1,Reliable,0,0.9999893,3GMLHYZ0LE96J1U84PALFZWZ5ZYUYL#d594ed1c-be6c-41cb-bd5b-91da72af5b29#1ALZWAE1KBLOZH,1000,Your Task,Reliable
8473,41,77,11,11,13,0,1,21,20,0,0,0,0,9,0,157,0,72.576362359,0.351189762,0.659551505,0.094221644,0.094221644,0.111352851,0,0.008565604,0.179877683,0.171312079,0,0,0,0,0.077090436,0,1.344799822,0,116.746,31.705,1000,0,0,0,0,1,Reliable,0,0.9999857,3PMR2DOWOOD90FQ9EHE6RY0CBH754U#54a6a714-706a-44a5-a767-92f4bff71df4#1A3QOH49HZYE7UG,1000,Your Task,Reliable
1560,0,23,0,0,3,0,0,10,10,0,0,0,0,5,0,32,0,58.10488677,0,0.856674613,0,0,0.111740167,0,0,0.372467223,0.372467223,0,0,0,0,0.186233611,0,1.191895113,0,26.848,0,1000,0,0,0,0,1,Reliable,0,0.9999882,3W9XHF7WGK7WZJQ205JK1VVMO6IKTP#ebe25ae5-9a89-466a-81be-85503088aaba#1A1YJT0SSHTMVEC,1000,Your Task,Reliable
1037,6,34,3,3,4,0,0,12,12,0,0,0,0,8,0,86,0,31.407111273,0.181719062,1.029741353,0.090859531,0.090859531,0.121146042,0,0,0.363438125,0.363438125,0,0,0,0,0.242292083,0,2.604639893,0,33.018,0,1000,0,0,0,0,1,Reliable,0,0.9999864,3XEIP58NL0Z351HJRXK32J9IY2ALZA#d29157d5-c86f-4fba-8ea0-7ee3586d7298#1A2AQ4PD3ON4OR4,1000,Your Task,Reliable
2232,12,35,3,3,4,0,0,13,12,0,0,0,0,11,0,78,0,59.477176433,0.319769766,0.932661817,0.079942441,0.079942441,0.106589922,0,0,0.346417246,0.319769766,0,0,0,0,0.293122285,0,2.078503477,0,37.527,0,1000,0,0,0,0,1,Reliable,0,0.9999865,306996CF6WWUXWAZS9MHWMT19TJB1O#ddc866aa-ad64-4b01-b058-024ca38768c1#1A335JFBVTTS2R0,1000,Your Task,Reliable
3096,12,36,3,3,4,0,0,13,13,0,0,0,0,7,0,81,0,63.572895277,0.246406571,0.739219713,0.061601643,0.061601643,0.082135524,0,0,0.266940452,0.266940452,0,0,0,0,0.143737166,0,1.663244353,0,48.7,0,1000,0,0,0,0,1,Reliable,0,0.9999863,3ZFRE2BDQ9QY5VY85GNRDD455BJXZ7#39068f59-f231-4b0e-a9be-0a68e8c49cec#1A37118EJD5FF12,1000,Your Task,Reliable
2922,15,56,4,4,6,0,0,21,21,0,0,0,0,9,0,58,0,80.66475265,0.414090106,1.545936396,0.110424028,0.110424028,0.165636042,0,0,0.579726148,0.579726148,0,0,0,0,0.248454064,0,1.60114841,0,36.224,0,1000,0,0,0,0,1,Reliable,0,0.99998677,3T6SSHJUZFMFKAK36QZ4A8E0LLDIIV#6248624e-1e6c-406c-a765-390b144033e9#1A3SC8T3SLBLJHL,1000,Your Task,Reliable
7394,12,41,3,3,5,0,0,15,15,0,0,0,0,8,2,93,0,99.473974519,0.161440045,0.551586821,0.040360011,0.040360011,0.067266686,0,0,0.201800057,0.201800057,0,0,0,0,0.107626697,0.026906674,1.25116035,0,74.331,77.841,1000,0,0,0,0,1,Reliable,0,0.99999094,3FO95NVK5CCH7NQI1PNRS2LEHFZRS1#2ff4a54e-1dc8-456f-8999-dcd686df516c#1A1P8UL0AUOYTB4,1000,Your Task,Reliable
5510,9,32,2,2,4,0,0,12,12,0,0,0,0,5,0,72,0,186.684736575,0.304929697,1.084194477,0.067762155,0.067762155,0.13552431,0,0,0.406572929,0.406572929,0,0,0,0,0.169405387,0,2.439437574,0,29.515,55.5,1000,0,0,0,0,1,Reliable,0,0.99998856,3D1UCPY6GGL751Q7C1GQTDIXZ7C83E#d72ddd53-6aa2-4f52-9591-ba889d4451b9#1A32RJUGII7UQFA,1000,Your Task,Reliable
4264,33,72,9,9,10,0,1,22,21,0,0,0,0,7,0,73,0,57.39591606,0.444199163,0.96916181,0.121145226,0.121145226,0.134605807,0,0.013460581,0.296132775,0.282672194,0,0,0,0,0.094224065,0,0.98262239,0,74.291,17.745,1000,0,0,0,0,1,Reliable,0,0.9999882,3W0KKJIARRLD1ZYEX78PAZZZATY8KP#892e48c6-2481-4f13-b161-b97bd1d38c46#1A2XQN67Q8B8IIB,1000,Your Task,Reliable
1193,10,33,2,2,4,0,0,13,12,0,0,0,0,7,0,61,0,38.328085845,0.321274818,1.060206901,0.064254964,0.064254964,0.128509927,0,0,0.417657264,0.385529782,0,0,0,0,0.224892373,0,1.959776393,0,31.126,120.38,1000,0,0,0,0,1,Reliable,0,0.9999937,3VCK0Q0PO5QWRGEEZGNQ9CALLQR0NZ#459eab66-f43f-4619-812c-5bdb4cc89a17#1A2DBZMYK9TONFA,1000,Your Task,Reliable
1268,7,35,2,2,4,0,0,14,13,0,0,0,0,7,0,44,0,45.78939766,0.252780586,1.263902932,0.072223025,0.072223025,0.144446049,0,0,0.505561173,0.469449661,0,0,0,0,0.252780586,0,1.588906543,0,27.692,0,1000,0,0,0,0,1,Reliable,0,0.99998796,3ZQA3IO31B3EGQZ8WER326T0GS1O14#e4361417-36b6-4244-aeda-1420829595d3#1AN5J5QBQN0ECO,1000,Your Task,Reliable
3401,10,32,2,2,4,0,0,12,12,0,0,0,0,6,0,92,0,62.079036233,0.182531715,0.584101488,0.036506343,0.036506343,0.073012686,0,0,0.219038058,0.219038058,0,0,0,0,0.109519029,0,1.679291777,0,54.785,0,1000,0,0,0,0,1,Reliable,0,0.9999858,3KLL7H3EGDDKALTJZFG2PL3FTAUVHC#5823c2c6-4e81-41f4-884f-4256c662a4bc#1ALZWAE1KBLOZH,1000,Your Task,Reliable
525,0,15,0,0,2,0,0,7,6,0,0,0,0,2,0,53,0,22.61371468,0,0.646106134,0,0,0.086147484,0,0,0.301516196,0.258442453,0,0,0,0,0.086147484,0,2.282908339,0,23.216,0,1001,0,0,0,0,1,Reliable,0,0.9999882,3Q7TKIAPOTM020CNZFV6BRQFAKZLDA#6ea6b2f8-ecc8-4bba-b184-ed9ef901f42e#1A22AM327QRSABB,1001,Your Task,Reliable
189,15,49,3,3,5,0,0,19,19,0,0,0,0,8,1,83,0,6.829268293,0.54200542,1.770551039,0.108401084,0.108401084,0.180668473,0,0,0.686540199,0.686540199,0,0,0,0,0.289069557,0.036133695,2.999096658,0,27.675,0,1468,0,0,1,0,0,Reliable,0,0.99999523,37SDSEDIN9EBVYCSPX275K301NX18E#93219fd8-24cc-4a25-a1ce-1b97c7a87fad#1A13LMJ6GD7Z09M,1468,Dates - 1/1,Reliable
3907,18,46,4,4,6,0,0,16,16,0,0,0,0,14,1,58,0,84.6073888,0.389796007,0.996145351,0.086621335,0.086621335,0.129932002,0,0,0.346485339,0.346485339,0,0,0,0,0.303174672,0.021655334,1.256009355,0,46.178,0,1000,0,0,0,0,1,Reliable,0,0.9999883,38G0E1M85MHPF7Z3ZEN180S5NIWUVC#5a45cff5-8561-4a40-aa85-9b38ad1eca80#1A2BTDOLZCDMPV3,1000,Your Task,Reliable
13030,74,59,8,8,7,0,0,18,18,0,0,0,0,64,0,71,0,79.68492958,0.452546799,0.36081434,0.048923978,0.048923978,0.042808481,0,0,0.110078951,0.110078951,0,0,0,0,0.391391826,0,0.434200307,0,163.519,0,1000,0,0,0,0,1,Reliable,0,0.9999857,3VI0PC2ZAYWM6RK137CAXFX1L7GXO5#3f71a8ed-0694-4944-a8c3-75d8f58d3dee#1AJ1N9XLZOCFRC,1000,Your Task,Reliable
2178,11,45,5,5,7,0,0,14,14,0,0,0,0,13,0,83,0,58.030480657,0.293083236,1.198976873,0.133219653,0.133219653,0.186507514,0,0,0.373015027,0.373015027,0,0,0,0,0.346371097,0,2.211446233,0,37.532,0,1000,0,0,0,0,1,Reliable,0,0.99998605,3EHIMLB7F7BMZ9X6RM5SX7J7ICU8HL#bff83ee9-a645-45be-bb0f-c531cf1b8831#1A2IFM7AJ7SP95Q,1000,Your Task,Reliable
1714,0,44,0,0,2,0,0,21,21,0,0,0,0,10,0,28,0,96.389607468,0,2.474412327,0,0,0.112473288,0,0,1.18096952,1.18096952,0,0,0,0,0.562366438,0,1.574626026,0,17.782,0,1000,0,0,0,0,1,Reliable,0,0.9999876,3BA7SXOG1J2ZO3B9NRHMBBLD5LSR81#4033d4ff-e703-4e47-885f-9489aface31e#1A5OH0SQJYFO2H,1000,Your Task,Reliable
2649,10,30,2,2,4,0,0,11,11,0,0,0,0,9,0,52,0,93.97282628,0.354748306,1.064244918,0.070949661,0.070949661,0.141899322,0,0,0.390223137,0.390223137,0,0,0,0,0.319273475,0,1.844691192,0,28.189,34.587,1000,0,0,0,0,1,Reliable,0,0.99998987,3SMIWMMK61H2UWZ8POSXU2BJURYUWM#fe3125d9-5bf6-4b0d-9823-aaee0c42a41c#1A2CDO9B1U5UZFZ,1000,Your Task,Reliable
2095,18,38,3,3,4,0,0,14,14,0,0,0,0,15,0,94,0,35.331219644,0.303561792,0.640852671,0.050593632,0.050593632,0.067458176,0,0,0.236103616,0.236103616,0,0,0,0,0.25296816,0,1.585267134,0,59.296,0,1000,0,0,0,0,1,Reliable,0,0.9999856,3P0I4CQYVYJ7HRFBT2GOVWJUC5BOW4#0cffc026-46bb-4bb1-836f-15df2bccd8ec#1A2TYYPX03VDC1F,1000,Your Task,Reliable
4541,17,37,3,3,5,0,0,13,13,0,0,0,0,11,0,96,0,100.066108418,0.374614368,0.815337153,0.066108418,0.066108418,0.110180696,0,0,0.28646981,0.28646981,0,0,0,0,0.242397532,0,2.11546937,0,45.38,31.237,1000,0,0,0,0,1,Reliable,0,0.9999876,3MJ9GGZYO3IW37N35ZMZ6UJ0JHC2A1#a476bdad-67a4-4d77-a534-d7254e339a59#1A200KTWY8XLIOY,1000,Your Task,Reliable
2547,7,38,3,3,4,0,0,14,14,0,0,0,0,5,0,65,0,70.130513795,0.192741891,1.046313123,0.082603668,0.082603668,0.110138223,0,0,0.385483782,0.385483782,0,0,0,0,0.137672779,0,1.789746131,0,36.318,0,1000,0,0,0,0,1,Reliable,0,0.999987,3PCPFX4U4028RH6WIQYSGDSUW33FQ5#7ba52c88-94c4-4464-93a9-f5b055948fd9#1A1V354P8Y69WRH,1000,Your Task,Reliable
3244,3,51,1,1,3,0,0,23,23,0,0,0,0,10,0,33,0,106.657899063,0.098635542,1.676804208,0.032878514,0.032878514,0.098635542,0,0,0.756205819,0.756205819,0,0,0,0,0.328785139,0,1.084990958,0,30.415,0,1000,0,0,0,0,1,Reliable,0,0.9999871,3LEG2HW4UFZRZY4BGF8RKVURGXP2FE#5985094d-b6e0-48fc-8f0e-7c8474b6ee15#1A1OHRPQV7ZQRW9,1000,Your Task,Reliable
4516,12,34,3,3,4,0,0,12,12,0,0,0,0,5,0,109,0,76.313432584,0.202781486,0.574547544,0.050695372,0.050695372,0.067593829,0,0,0.202781486,0.202781486,0,0,0,0,0.084492286,0,1.841931832,0,59.177,0,1000,0,0,0,0,1,Reliable,0,0.9999851,3UL5XDRDNCVAJGDBQK4J8AGHD33581#c31a53a0-5caa-4225-9f04-a3062204e544#1A2JPBH207YW0UQ,1000,Your Task,Reliable
737,11,42,5,5,6,0,0,13,13,0,0,0,0,8,0,86,0,22.776438593,0.339946845,1.297978861,0.154521293,0.154521293,0.185425552,0,0,0.401755362,0.401755362,0,0,0,0,0.247234069,0,2.65776624,0,32.358,0,1000,0,0,0,0,1,Reliable,0,0.99998665,3IZPORCT1FLSHEC2QVBSOOEC84IRHG#93b4fa86-5dc0-4772-a710-f4da57865522#1A37118EJD5FF12,1000,Your Task,Reliable
2586,8,49,3,3,5,0,0,19,19,0,0,0,0,8,0,70,0,75.100191671,0.232328513,1.423012139,0.087123192,0.087123192,0.14520532,0,0,0.551780217,0.551780217,0,0,0,0,0.232328513,0,2.032874485,0,34.434,0,1000,0,0,0,0,1,Reliable,0,0.9999863,3MQY1YVHS3W1MHSVBDMV15361ZXB25#a9ec0699-8db1-414b-9973-f9567a0d3749#1A32RJUGII7UQFA,1000,Your Task,Reliable
