mutation_count,mouse_move_count,mouse_interaction_count,mouse_up_count,mouse_down_count,click_count,context_menu_count,dbl_click_count,focus_count,blur_count,touch_start_count,touch_move_departed_count,touch_end_count,touch_cancel_count,scroll_count,viewport_resize_count,input_count,touch_count,mutation_per_second,mouse_move_per_second,mouse_interaction_per_second,mouse_up_per_second,mouse_down_per_second,click_per_second,context_menu_per_second,dbl_click_per_second,focus_per_second,blur_per_second,touch_start_per_second,touch_move_departed_per_second,touch_end_per_second,touch_cancel_per_second,scroll_per_second,viewport_resize_per_second,input_per_second,touch_per_second,active_s,inactivity_s,DatesReha,Amounts,Dates,Table,Your Task,recording_id,step_id,workunit_id,class
18,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,3.763328455,0,0.836295212,0,0,0,0,0,0.418147606,0.418147606,0,0,0,0,0,0,0.836295212,0,4.783,0,0,1,0,0,0,9028466f-ef93-4614-9b4b-966145e41505#e0811fa0-f4df-4b82-8813-0f80aadc08fa#11b6f5618,1470,Amounts - 3/11,Reliable
18,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,3.198862627,0,0.710858361,0,0,0,0,0,0.355429181,0.355429181,0,0,0,0,0,0,0.710858361,0,5.627,0,0,1,0,0,0,9028466f-ef93-4614-9b4b-966145e41505#e0811fa0-f4df-4b82-8813-0f80aadc08fa#11b6f5618,1470,Amounts - 4/11,Reliable
17,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,3.64728599,0,0.858184939,0,0,0,0,0,0.429092469,0.429092469,0,0,0,0,0,0,0.858184939,0,4.661,0,0,1,0,0,0,9028466f-ef93-4614-9b4b-966145e41505#e0811fa0-f4df-4b82-8813-0f80aadc08fa#11b6f5618,1470,Amounts - 5/11,Reliable
15,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,6.067961165,0,1.618122977,0,0,0,0,0,0.809061489,0.809061489,0,0,0,0,0,0,1.618122977,0,2.472,0,0,1,0,0,0,9028466f-ef93-4614-9b4b-966145e41505#e0811fa0-f4df-4b82-8813-0f80aadc08fa#11b6f5618,1470,Amounts - 6/11,Reliable
14,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,5.31712875,0,1.519179643,0,0,0,0,0,0.759589821,0.759589821,0,0,0,0,0,0,1.519179643,0,2.633,0,0,1,0,0,0,9028466f-ef93-4614-9b4b-966145e41505#e0811fa0-f4df-4b82-8813-0f80aadc08fa#11b6f5618,1470,Amounts - 7/11,Reliable
52,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,13,0,2.31863379,0,0.178356445,0,0,0,0,0,0.089178223,0.089178223,0,0,0,0,0,0,0.579658447,0,22.427,0,0,1,0,0,0,9028466f-ef93-4614-9b4b-966145e41505#e0811fa0-f4df-4b82-8813-0f80aadc08fa#11b6f5618,1470,Amounts - 8/11,Reliable
16,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,3.848929516,0,0.962232379,0,0,0,0,0,0.48111619,0.48111619,0,0,0,0,0,0,0.962232379,0,4.157,0,0,1,0,0,0,9028466f-ef93-4614-9b4b-966145e41505#e0811fa0-f4df-4b82-8813-0f80aadc08fa#11b6f5618,1470,Amounts - 9/11,Reliable
5,1,15,2,2,2,0,1,4,4,0,0,0,0,0,0,0,0,13.586956522,2.717391304,40.760869565,5.434782609,5.434782609,5.434782609,0,2.717391304,10.869565217,10.869565217,0,0,0,0,0,0,0,0,0.368,0,0,0,0,1,0,a2a768bf-9164-44b7-821e-a4da68f5c847#7b30b83d-fda2-47bc-8362-515c7c35194a#1a0402c52,1470,Table - 2/7,Reliable
5,0,16,3,3,2,0,0,4,4,0,0,0,0,0,0,0,0,11.086474501,0,35.476718404,6.651884701,6.651884701,4.4345898,0,0,8.869179601,8.869179601,0,0,0,0,0,0,0,0,0.451,0,0,0,0,1,0,a2a768bf-9164-44b7-821e-a4da68f5c847#7b30b83d-fda2-47bc-8362-515c7c35194a#1a0402c52,1470,Table - 4/7,Reliable
6,0,14,2,2,2,0,0,4,4,0,0,0,0,0,0,0,0,16.759776536,0,39.106145251,5.586592179,5.586592179,5.586592179,0,0,11.173184358,11.173184358,0,0,0,0,0,0,0,0,0.358,0,0,0,0,1,0,a2a768bf-9164-44b7-821e-a4da68f5c847#7b30b83d-fda2-47bc-8362-515c7c35194a#1a0402c52,1470,Table - 5/7,Reliable
6,1,16,3,3,2,0,0,4,4,0,0,0,0,0,0,0,0,11.695906433,1.949317739,31.189083821,5.847953216,5.847953216,3.898635478,0,0,7.797270955,7.797270955,0,0,0,0,0,0,0,0,0.513,0,0,0,0,1,0,a2a768bf-9164-44b7-821e-a4da68f5c847#7b30b83d-fda2-47bc-8362-515c7c35194a#1a0402c52,1470,Table - 6/7,Reliable
26,10,11,1,1,1,0,0,4,4,0,0,0,0,0,0,5,0,3.549972693,1.365374113,1.501911524,0.136537411,0.136537411,0.136537411,0,0,0.546149645,0.546149645,0,0,0,0,0,0,0.682687056,0,7.324,0,0,1,0,0,0,a35ef2a0-1350-4633-87ba-5a8493c7921b#f5c860b4-371e-4da1-8b04-f5ef53dcb91b#1b310f124,1470,Amounts - 1/11,Reliable
5,2,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6.605019815,2.642007926,5.284015852,0,0,0,0,0,2.642007926,2.642007926,0,0,0,0,0,0,0,0,0.757,0,0,1,0,0,0,a35ef2a0-1350-4633-87ba-5a8493c7921b#f5c860b4-371e-4da1-8b04-f5ef53dcb91b#1b310f124,1470,Amounts - 10/11,Reliable
4,3,6,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,2.365464222,1.774098167,3.548196334,0.591366056,0.591366056,1.182732111,0,0,0.591366056,0.591366056,0,0,0,0,0,0,0,0,1.691,0,0,1,0,0,0,a35ef2a0-1350-4633-87ba-5a8493c7921b#f5c860b4-371e-4da1-8b04-f5ef53dcb91b#1b310f124,1470,Amounts - 11/11,Reliable
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6.711409396,0,5.369127517,0,0,0,0,0,2.684563758,2.684563758,0,0,0,0,0,0,0,0,0.745,0,0,1,0,0,0,a35ef2a0-1350-4633-87ba-5a8493c7921b#f5c860b4-371e-4da1-8b04-f5ef53dcb91b#1b310f124,1470,Amounts - 2/11,Reliable
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,8.156606852,0,6.525285481,0,0,0,0,0,3.262642741,3.262642741,0,0,0,0,0,0,0,0,0.613,0,0,1,0,0,0,a35ef2a0-1350-4633-87ba-5a8493c7921b#f5c860b4-371e-4da1-8b04-f5ef53dcb91b#1b310f124,1470,Amounts - 3/11,Reliable
4,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,7.01754386,0,7.01754386,0,0,0,0,0,3.50877193,3.50877193,0,0,0,0,0,0,0,0,0.57,0,0,1,0,0,0,a35ef2a0-1350-4633-87ba-5a8493c7921b#f5c860b4-371e-4da1-8b04-f5ef53dcb91b#1b310f124,1470,Amounts - 4/11,Reliable
5,1,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,8.605851979,1.721170396,6.884681583,0,0,0,0,0,3.442340792,3.442340792,0,0,0,0,0,0,0,0,0.581,0,0,1,0,0,0,a35ef2a0-1350-4633-87ba-5a8493c7921b#f5c860b4-371e-4da1-8b04-f5ef53dcb91b#1b310f124,1470,Amounts - 5/11,Reliable
4,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,9.153318078,0,9.153318078,0,0,0,0,0,4.576659039,4.576659039,0,0,0,0,0,0,0,0,0.437,0,0,1,0,0,0,a35ef2a0-1350-4633-87ba-5a8493c7921b#f5c860b4-371e-4da1-8b04-f5ef53dcb91b#1b310f124,1470,Amounts - 6/11,Reliable
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,10.683760684,0,8.547008547,0,0,0,0,0,4.273504274,4.273504274,0,0,0,0,0,0,0,0,0.468,0,0,1,0,0,0,a35ef2a0-1350-4633-87ba-5a8493c7921b#f5c860b4-371e-4da1-8b04-f5ef53dcb91b#1b310f124,1470,Amounts - 7/11,Reliable
5,1,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,7.824726135,1.564945227,6.259780908,0,0,0,0,0,3.129890454,3.129890454,0,0,0,0,0,0,0,0,0.639,0,0,1,0,0,0,a35ef2a0-1350-4633-87ba-5a8493c7921b#f5c860b4-371e-4da1-8b04-f5ef53dcb91b#1b310f124,1470,Amounts - 8/11,Reliable
5,1,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,8.278145695,1.655629139,6.622516556,0,0,0,0,0,3.311258278,3.311258278,0,0,0,0,0,0,0,0,0.604,0,0,1,0,0,0,a35ef2a0-1350-4633-87ba-5a8493c7921b#f5c860b4-371e-4da1-8b04-f5ef53dcb91b#1b310f124,1470,Amounts - 9/11,Reliable
14,0,9,1,1,1,0,0,3,3,0,0,0,0,0,0,2,0,4.847645429,0,3.11634349,0.346260388,0.346260388,0.346260388,0,0,1.038781163,1.038781163,0,0,0,0,0,0,0.692520776,0,2.888,0,0,0,1,0,0,adc528c8-cd24-48df-a5bc-e4586b432011#85010161-06bd-480a-b377-a19e17832085#14449ffb2,1470,Dates - 2/5,Unreliable
14,0,9,1,1,1,0,0,3,3,0,0,0,0,0,0,2,0,3.937007874,0,2.530933633,0.281214848,0.281214848,0.281214848,0,0,0.843644544,0.843644544,0,0,0,0,0,0,0.562429696,0,3.556,0,0,0,1,0,0,adc528c8-cd24-48df-a5bc-e4586b432011#85010161-06bd-480a-b377-a19e17832085#14449ffb2,1470,Dates - 3/5,Unreliable
14,0,9,1,1,1,0,0,3,3,0,0,0,0,0,0,2,0,4.578155657,0,2.943100065,0.327011118,0.327011118,0.327011118,0,0,0.981033355,0.981033355,0,0,0,0,0,0,0.654022237,0,3.058,0,0,0,1,0,0,adc528c8-cd24-48df-a5bc-e4586b432011#85010161-06bd-480a-b377-a19e17832085#14449ffb2,1470,Dates - 4/5,Unreliable
13,3,4,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,2.514020499,0.580158577,0.773544769,0,0,0,0,0,0.386772384,0.386772384,0,0,0,0,0,0,0.386772384,0,5.171,0,0,1,0,0,0,af857af6-70e9-44dd-976e-8fdd00fe9b11#d13b503e-f4c1-43ae-955e-4a57a1bcd775#11b6f5618,1470,Amounts - 8/11,Reliable
7,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,15.765765766,0,15.765765766,2.252252252,2.252252252,2.252252252,0,0,4.504504505,4.504504505,0,0,0,0,0,0,0,0,0.444,0,0,0,0,1,0,d13f2aca-dd3e-44b6-bbbc-3556c0811d7e#c7940bc2-5e80-4ee9-98fa-180e2038c441#17f2e746f,1470,Table - 3/7,Reliable
5,0,8,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,10.989010989,0,17.582417582,2.197802198,2.197802198,2.197802198,0,2.197802198,4.395604396,4.395604396,0,0,0,0,0,0,0,0,0.455,0,0,0,0,1,0,d13f2aca-dd3e-44b6-bbbc-3556c0811d7e#c7940bc2-5e80-4ee9-98fa-180e2038c441#17f2e746f,1470,Table - 4/7,Reliable
4,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,10.471204188,0,18.32460733,2.617801047,2.617801047,2.617801047,0,0,5.235602094,5.235602094,0,0,0,0,0,0,0,0,0.382,0,0,0,0,1,0,d13f2aca-dd3e-44b6-bbbc-3556c0811d7e#c7940bc2-5e80-4ee9-98fa-180e2038c441#17f2e746f,1470,Table - 5/7,Reliable
6,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,13.574660633,0,15.837104072,2.262443439,2.262443439,2.262443439,0,0,4.524886878,4.524886878,0,0,0,0,0,0,0,0,0.442,0,0,0,0,1,0,d13f2aca-dd3e-44b6-bbbc-3556c0811d7e#c7940bc2-5e80-4ee9-98fa-180e2038c441#17f2e746f,1470,Table - 6/7,Reliable
39,0,15,1,1,1,0,0,6,6,0,0,0,0,0,0,17,0,11.294526499,0,4.344048653,0.289603244,0.289603244,0.289603244,0,0,1.737619461,1.737619461,0,0,0,0,0,0,4.92325514,0,3.453,0,0,0,1,0,0,d43b2ece-0c91-47be-8c08-43ebb00c868b#72df5a05-8461-4a98-9b4f-4686f737568d#149e1639e,1470,Dates - 2/5,Unreliable
39,0,15,1,1,1,0,0,6,6,0,0,0,0,0,0,19,0,12.252591894,0,4.712535344,0.314169023,0.314169023,0.314169023,0,0,1.885014138,1.885014138,0,0,0,0,0,0,5.969211436,0,3.183,0,0,0,1,0,0,d43b2ece-0c91-47be-8c08-43ebb00c868b#72df5a05-8461-4a98-9b4f-4686f737568d#149e1639e,1470,Dates - 3/5,Unreliable
31,0,13,1,1,1,0,0,5,5,0,0,0,0,0,0,13,0,12.257809411,0,5.140371688,0.395413207,0.395413207,0.395413207,0,0,1.977066034,1.977066034,0,0,0,0,0,0,5.140371688,0,2.529,0,0,0,1,0,0,d43b2ece-0c91-47be-8c08-43ebb00c868b#72df5a05-8461-4a98-9b4f-4686f737568d#149e1639e,1470,Dates - 4/5,Unreliable
36,2,12,1,1,2,0,0,4,4,0,0,0,0,0,0,14,0,11.059907834,0.614439324,3.686635945,0.307219662,0.307219662,0.614439324,0,0,1.228878648,1.228878648,0,0,0,0,0,0,4.301075269,0,3.255,0,0,0,1,0,0,d43b2ece-0c91-47be-8c08-43ebb00c868b#72df5a05-8461-4a98-9b4f-4686f737568d#149e1639e,1470,Dates - 5/5,Unreliable
40,2,67,4,4,4,0,0,7,7,20,0,21,0,25,0,0,20,2.452332782,0.122616639,4.107657409,0.245233278,0.245233278,0.245233278,0,0,0.429158237,0.429158237,1.226166391,0,1.28747471,0,1.532707988,0,0,1.226166391,16.311,0,1,0,1,0,0,da5d7ea6-819e-4a05-bc27-945d3fdfde01#cd3b6823-1a63-4101-8845-38e2a5fab349#1d228de27,2289,DatesReha - 1/3,Unreliable
15,4,33,3,3,3,0,0,5,5,7,0,7,0,8,0,0,4,2.213695396,0.590318772,4.87012987,0.442739079,0.442739079,0.442739079,0,0,0.737898465,0.737898465,1.033057851,0,1.033057851,0,1.180637544,0,0,0.590318772,6.776,0,1,0,1,0,0,da5d7ea6-819e-4a05-bc27-945d3fdfde01#cd3b6823-1a63-4101-8845-38e2a5fab349#1d228de27,2289,DatesReha - 2/3,Unreliable
15,4,33,3,3,3,0,0,5,5,7,0,7,0,8,0,0,4,2.213695396,0.590318772,4.87012987,0.442739079,0.442739079,0.442739079,0,0,0.737898465,0.737898465,1.033057851,0,1.033057851,0,1.180637544,0,0,0.590318772,6.776,0,1,0,1,0,0,da5d7ea6-819e-4a05-bc27-945d3fdfde01#cd3b6823-1a63-4101-8845-38e2a5fab349#1d228de27,2289,DatesReha - 2/3,Unreliable
18,3,44,4,4,5,0,0,6,7,9,0,9,0,20,0,0,8,2.255639098,0.37593985,5.513784461,0.501253133,0.501253133,0.626566416,0,0,0.751879699,0.877192982,1.127819549,0,1.127819549,0,2.506265664,0,0,1.002506266,7.98,0,1,0,1,0,0,da5d7ea6-819e-4a05-bc27-945d3fdfde01#cd3b6823-1a63-4101-8845-38e2a5fab349#1d228de27,2289,DatesReha - 3/3,Unreliable
17,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,3.466557912,0,0.815660685,0,0,0,0,0,0.407830343,0.407830343,0,0,0,0,0,0,0.815660685,0,4.904,0,0,1,0,0,0,f29e22ed-6878-4f6a-b272-c1ab88ff3015#7c47eba6-5324-4448-8b29-d3c5473afe75#12bf6efc2,1470,Amounts - 10/11,Reliable
6,3,6,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,2.010050251,1.005025126,2.010050251,0.335008375,0.335008375,0.67001675,0,0,0.335008375,0.335008375,0,0,0,0,0,0,0,0,2.985,0,0,1,0,0,0,f29e22ed-6878-4f6a-b272-c1ab88ff3015#7c47eba6-5324-4448-8b29-d3c5473afe75#12bf6efc2,1470,Amounts - 11/11,Reliable
11,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2.993197279,0,1.088435374,0,0,0,0,0,0.544217687,0.544217687,0,0,0,0,0,0,0,0,3.675,0,0,1,0,0,0,f29e22ed-6878-4f6a-b272-c1ab88ff3015#7c47eba6-5324-4448-8b29-d3c5473afe75#12bf6efc2,1470,Amounts - 8/11,Reliable
6,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3.577817531,0,2.385211688,0,0,0,0,0,1.192605844,1.192605844,0,0,0,0,0,0,0,0,1.677,0,0,1,0,0,0,f29e22ed-6878-4f6a-b272-c1ab88ff3015#7c47eba6-5324-4448-8b29-d3c5473afe75#12bf6efc2,1470,Amounts - 9/11,Reliable
14,0,9,1,1,1,0,0,3,3,0,0,0,0,1,0,2,0,3.868471954,0,2.486874827,0.276319425,0.276319425,0.276319425,0,0,0.828958276,0.828958276,0,0,0,0,0.276319425,0,0.552638851,0,3.619,0,0,0,1,0,0,f4c964ec-2f8e-450f-9c47-09b14c66e564#ed4c0ead-ba0e-4207-99cb-33d2905a0314#14449ffb2,1470,Dates - 2/5,Unreliable
14,0,9,1,1,1,0,0,3,3,0,0,0,0,0,0,2,0,4.792879151,0,3.081136597,0.342348511,0.342348511,0.342348511,0,0,1.027045532,1.027045532,0,0,0,0,0,0,0.684697022,0,2.921,0,0,0,1,0,0,f4c964ec-2f8e-450f-9c47-09b14c66e564#ed4c0ead-ba0e-4207-99cb-33d2905a0314#14449ffb2,1470,Dates - 3/5,Unreliable
