mutation_count;mouse_move_count;mouse_interaction_count;mouse_up_count;mouse_down_count;click_count;context_menu_count;dbl_click_count;focus_count;blur_count;touch_start_count;touch_move_departed_count;touch_end_count;touch_cancel_count;scroll_count;viewport_resize_count;input_count;touch_count;mutation_per_second;mouse_move_per_second;mouse_interaction_per_second;mouse_up_per_second;mouse_down_per_second;click_per_second;context_menu_per_second;dbl_click_per_second;focus_per_second;blur_per_second;touch_start_per_second;touch_move_departed_per_second;touch_end_per_second;touch_cancel_per_second;scroll_per_second;viewport_resize_per_second;input_per_second;touch_per_second;active_s;inactivity_s;DatesReha;Amounts;Dates;Table;Your Task;Prediction;Confidence;recording_id;step_id;workunit_id;class
3;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;890.207.715.133.531;0.0;2.373.887.240.356.080;2.967.359.050.445.100;2.967.359.050.445.100;2.967.359.050.445.100;0.0;2.967.359.050.445.100;5.934.718.100.890.200;5.934.718.100.890.200;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;337;0.0;0;1;0;0;0;Unreliable;0.7628269;3N2YPY1GI6A8QB2H9E8W4I61XUMEVT#05ae8407-9c09-454b-a596-b40a11de655c#1A1L6LWY2Y5ZHU2;1468;Amounts -  5/11;Reliable
4;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;13.698.630.136.986.300;0.0;23.972.602.739.726.000;3.424.657.534.246.570;3.424.657.534.246.570;3.424.657.534.246.570;0.0;0.0;6.849.315.068.493.150;6.849.315.068.493.150;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;292;0.0;0;1;0;0;0;Unreliable;0.72746146;3N2YPY1GI6A8QB2H9E8W4I61XUMEVT#05ae8407-9c09-454b-a596-b40a11de655c#1A1L6LWY2Y5ZHU2;1468;Amounts -  6/11;Reliable
4;1;13;2;2;1;0;0;4;4;0;0;0;0;0;0;0;0;7.677.543.186.180.420;1.919.385.796.545.100;2.495.201.535.508.630;3.838.771.593.090.210;3.838.771.593.090.210;1.919.385.796.545.100;0.0;0.0;7.677.543.186.180.420;7.677.543.186.180.420;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;521;0.0;0;1;0;0;0;Unreliable;0.7268575;3N2YPY1GI6A8QB2H9E8W4I61XUMEVT#05ae8407-9c09-454b-a596-b40a11de655c#1A1L6LWY2Y5ZHU2;1468;Amounts -  8/11;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;10.135.135.135.135.100;0.0;2.364.864.864.864.860;33.783.783.783.783.700;33.783.783.783.783.700;33.783.783.783.783.700;0.0;0.0;6.756.756.756.756.750;6.756.756.756.756.750;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;296;0.0;0;1;0;0;0;Unreliable;0.7216199;3N2YPY1GI6A8QB2H9E8W4I61XUMEVT#05ae8407-9c09-454b-a596-b40a11de655c#1A1L6LWY2Y5ZHU2;1468;Amounts -  7/11;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;7.915.567.282.321.890;0.0;1.846.965.699.208.440;2.638.522.427.440.630;2.638.522.427.440.630;2.638.522.427.440.630;0.0;0.0;5.277.044.854.881.260;5.277.044.854.881.260;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;379;0.0;0;1;0;0;0;Unreliable;0.5678509;3N2YPY1GI6A8QB2H9E8W4I61XUMEVT#05ae8407-9c09-454b-a596-b40a11de655c#1A1L6LWY2Y5ZHU2;1468;Amounts -  4/11;Reliable
5;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;8.223.684.210.526.310;0.0;2.467.105.263.157.890;32.894.736.842.105.200;32.894.736.842.105.200;32.894.736.842.105.200;0.0;16.447.368.421.052.600;6.578.947.368.421.050;6.578.947.368.421.050;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;608;0.0;0;1;0;0;0;Unreliable;0.7755649;3OKP4QVBP29MI1VA4E7O8YD0P1OAGV#81ce2ca2-cb76-466b-af6a-161b2ec55641#1A1BUYK6LXYWMLL;1468;Amounts -  7/11;Reliable
5;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;4.911.591.355.599.210;0.0;14.734.774.066.797.600;19.646.365.422.396.800;19.646.365.422.396.800;19.646.365.422.396.800;0.0;0.9823182711198428;39.292.730.844.793.700;39.292.730.844.793.700;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1018;0.0;0;1;0;0;0;Unreliable;0.51101977;3P0I4CQYVYJ7HRFBT2GOVWJT850WOV#d2b109b6-fe4c-4ee7-b379-c74552d53d66#1A2JQCXQGY1KP44;1468;Amounts -  10/11;Reliable
5;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;4.646.840.148.698.880;0.0;13.940.520.446.096.600;1.858.736.059.479.550;1.858.736.059.479.550;1.858.736.059.479.550;0.0;0.929368029739777;3.717.472.118.959.100;3.717.472.118.959.100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1076;0.0;0;1;0;0;0;Unreliable;0.4742558;3P458N04Q1T8ZKVWG9EDQ2UXG3F2XV#c5cb2eb5-5159-4d6f-8233-fb86620249b7#1A355746JNUCIXZ;1468;Amounts -  4/11;Reliable
5;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;14.749.262.536.873.100;0.0;4.424.778.761.061.940;5.899.705.014.749.260;5.899.705.014.749.260;5.899.705.014.749.260;0.0;2.949.852.507.374.630;11.799.410.029.498.500;11.799.410.029.498.500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;339;0.0;0;1;0;0;0;Unreliable;0.88236374;3SZYX62S5GC6J28SGFCDUAKLYJG75T#2e617654-71af-431d-ad56-addfc54fd847#1A8LBBPY53A3O3;1468;Amounts -  4/11;Reliable
4;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;11.661.807.580.174.900;0.0;4.081.632.653.061.220;5.830.903.790.087.460;5.830.903.790.087.460;5.830.903.790.087.460;0.0;0.0;11.661.807.580.174.900;11.661.807.580.174.900;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;343;0.0;0;1;0;0;0;Unreliable;0.85866266;3SZYX62S5GC6J28SGFCDUAKLYJG75T#2e617654-71af-431d-ad56-addfc54fd847#1A8LBBPY53A3O3;1468;Amounts -  5/11;Reliable
10;1;29;4;4;4;0;1;8;8;0;0;0;0;0;0;0;0;10.351.966.873.706.000;10.351.966.873.706.000;30.020.703.933.747.400;4.140.786.749.482.400;4.140.786.749.482.400;4.140.786.749.482.400;0.0;10.351.966.873.706.000;8.281.573.498.964.800;8.281.573.498.964.800;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;966;0.0;0;1;0;0;0;Unreliable;0.8209893;3SZYX62S5GC6J28SGFCDUAKLYJG75T#2e617654-71af-431d-ad56-addfc54fd847#1A8LBBPY53A3O3;1468;Amounts -  7/11;Reliable
9;1;23;4;4;3;0;0;6;6;0;0;0;0;0;0;0;0;7.047.768.206.734.530;0.783085356303837;18.010.963.194.988.200;3.132.341.425.215.340;3.132.341.425.215.340;2.349.256.068.911.510;0.0;0.0;4.698.512.137.823.020;4.698.512.137.823.020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1277;0.0;0;1;0;0;0;Unreliable;0.5068298;3SZYX62S5GC6J28SGFCDUAKLYJG75T#2e617654-71af-431d-ad56-addfc54fd847#1A8LBBPY53A3O3;1468;Amounts -  6/11;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;6.849.315.068.493.150;0.0;15.981.735.159.817.300;22.831.050.228.310.500;22.831.050.228.310.500;22.831.050.228.310.500;0.0;0.0;4.566.210.045.662.100;4.566.210.045.662.100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;438;0.0;0;1;0;0;0;Unreliable;0.4772613;3SZYX62S5GC6J28SGFCDUAKLYJG75T#2e617654-71af-431d-ad56-addfc54fd847#1A8LBBPY53A3O3;1468;Amounts -  3/11;Reliable
31;2;37;2;3;1;1;0;15;15;0;0;0;0;4;0;15;0;4.186.360.567.184.330;0.2700877785280215;4.996.623.902.768.390;0.2700877785280215;0.4051316677920324;0.1350438892640107;0.1350438892640107;0.0;2.025.658.338.960.160;2.025.658.338.960.160;0.0;0.0;0.0;0.0;0.5401755570560431;0.0;2.025.658.338.960.160;0.0;7405;0.0;0;0;1;0;0;Unreliable;0.45868227;3VEI3XUCZR9KUVAQ98JXXXG2QWSRPH#25c8b3c2-bbfe-4f34-a001-dca52b447102#1AFUE61NJ28R5A;1469;Dates -  4/5;Reliable
74;9;38;5;6;4;1;0;11;11;0;0;0;0;0;0;31;0;7.106.501.488.523.960;0.8643042350907519;3.649.284.548.160.950;0.4801690194948622;0.5762028233938347;0.3841352155958897;0.0960338038989724;0.0;10.563.718.428.886.900;10.563.718.428.886.900;0.0;0.0;0.0;0.0;0.0;0.0;2.977.047.920.868.140;0.0;10413;0.0;0;0;1;0;0;Unreliable;0.43976855;3XBXDSS888VE06H4QFWI5YT6M2TLXO#a1329dcd-f94c-4780-9de0-048ada08e3a8#1A3PND2XNVWO4JF;1468;Dates -  3/5;Reliable
3;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;6.944.444.444.444.440;0.0;1.851.851.851.851.850;2.314.814.814.814.810;2.314.814.814.814.810;2.314.814.814.814.810;0.0;2.314.814.814.814.810;462.962.962.962.963;462.962.962.962.963;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;432;0.0;0;1;0;0;0;Unreliable;0.67062587;44bc88b3-a26d-448f-9ed1-fbe3d3b86693#93b41c4a-4ebf-4d76-9345-6b11b262214d#1dd1c1365;1470;Amounts -  5/11;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;7.042.253.521.126.760;0.0;16.431.924.882.629.100;2.347.417.840.375.580;2.347.417.840.375.580;2.347.417.840.375.580;0.0;0.0;4.694.835.680.751.170;4.694.835.680.751.170;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;426;0.0;0;1;0;0;0;Unreliable;0.49381244;44bc88b3-a26d-448f-9ed1-fbe3d3b86693#93b41c4a-4ebf-4d76-9345-6b11b262214d#1dd1c1365;1470;Amounts -  8/11;Reliable
4;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;91.324.200.913.242;0.0;15.981.735.159.817.300;22.831.050.228.310.500;22.831.050.228.310.500;22.831.050.228.310.500;0.0;0.0;4.566.210.045.662.100;4.566.210.045.662.100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;438;0.0;0;1;0;0;0;Unreliable;0.47718138;44bc88b3-a26d-448f-9ed1-fbe3d3b86693#93b41c4a-4ebf-4d76-9345-6b11b262214d#1dd1c1365;1470;Amounts -  7/11;Reliable
4;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;5;0;11.730.205.278.592.300;0.0;20.527.859.237.536.600;2.932.551.319.648.090;2.932.551.319.648.090;2.932.551.319.648.090;0.0;0.0;5.865.102.639.296.180;5.865.102.639.296.180;0.0;0.0;0.0;0.0;0.0;0.0;14.662.756.598.240.400;0.0;341;0.0;0;0;0;1;0;Unreliable;0.51529413;45889c15-36f3-4434-b35f-24badfcdd21d#8825aa69-9c8f-4b30-82f2-e0e5c8f7173f#1169f344d;1470;Table -  3/7;Reliable
7;0;13;2;2;1;0;0;4;4;0;0;0;0;0;0;0;0;14.989.293.361.884.300;0.0;27.837.259.100.642.300;4.282.655.246.252.670;4.282.655.246.252.670;2.141.327.623.126.330;0.0;0.0;8.565.310.492.505.350;8.565.310.492.505.350;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;467;0.0;0;0;0;1;0;Unreliable;0.79919213;59965fe4-bf40-4930-b09b-85dfb872694b#30e898db-b94a-4060-97e4-fa18511a433e#126bc7fcf;1470;Table -  6/7;Reliable
4;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;10.638.297.872.340.400;0.0;37.234.042.553.191.400;5.319.148.936.170.210;5.319.148.936.170.210;5.319.148.936.170.210;0.0;0.0;10.638.297.872.340.400;10.638.297.872.340.400;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;376;0.0;0;1;0;0;0;Unreliable;0.85004485;62c4270b-12dc-45ac-af18-cc8184beacfe#87f0154c-c1f1-467a-a172-f9107adda1ad#13fbad998;1470;Amounts -  5/11;Reliable
4;1;13;2;2;1;0;0;4;4;0;0;0;0;0;0;0;0;9.049.773.755.656.100;2.262.443.438.914.020;2.941.176.470.588.230;4.524.886.877.828.050;4.524.886.877.828.050;2.262.443.438.914.020;0.0;0.0;9.049.773.755.656.100;9.049.773.755.656.100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;442;0.0;0;1;0;0;0;Unreliable;0.7974885;62c4270b-12dc-45ac-af18-cc8184beacfe#87f0154c-c1f1-467a-a172-f9107adda1ad#13fbad998;1470;Amounts -  4/11;Reliable
5;1;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;10.330.578.512.396.600;2.066.115.702.479.330;28.925.619.834.710.700;4.132.231.404.958.670;4.132.231.404.958.670;4.132.231.404.958.670;0.0;0.0;8.264.462.809.917.350;8.264.462.809.917.350;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;484;0.0;0;1;0;0;0;Unreliable;0.7718186;62c4270b-12dc-45ac-af18-cc8184beacfe#87f0154c-c1f1-467a-a172-f9107adda1ad#13fbad998;1470;Amounts -  3/11;Reliable
11;0;28;4;4;4;0;0;8;8;0;0;0;0;0;0;0;0;8.533.747.090.768.030;0.0;21.722.265.321.955;3.103.180.760.279.280;3.103.180.760.279.280;3.103.180.760.279.280;0.0;0.0;6.206.361.520.558.570;6.206.361.520.558.570;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1289;0.0;0;1;0;0;0;Unreliable;0.6725939;62c4270b-12dc-45ac-af18-cc8184beacfe#87f0154c-c1f1-467a-a172-f9107adda1ad#13fbad998;1470;Amounts -  7/11;Reliable
5;1;13;2;2;1;0;0;4;4;0;0;0;0;0;0;0;0;778.816.199.376.947;1.557.632.398.753.890;2.024.922.118.380.060;3.115.264.797.507.780;3.115.264.797.507.780;1.557.632.398.753.890;0.0;0.0;6.230.529.595.015.570;6.230.529.595.015.570;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;642;0.0;0;1;0;0;0;Unreliable;0.6053498;62c4270b-12dc-45ac-af18-cc8184beacfe#87f0154c-c1f1-467a-a172-f9107adda1ad#13fbad998;1470;Amounts -  2/11;Reliable
8;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;9.913.258.983.890.950;0.0;18.587.360.594.795.500;24.783.147.459.727.300;24.783.147.459.727.300;24.783.147.459.727.300;0.0;12.391.573.729.863.600;4.956.629.491.945.470;4.956.629.491.945.470;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;807;0.0;0;0;0;1;0;Unreliable;0.65918785;72d78d7a-3fb4-4898-826c-15a589d0d979#11f408d0-fd3a-419a-9aa2-72f1cff5ed0c#1bcaa15f9;1470;Table -  3/7;Reliable
7;0;20;4;4;3;0;1;4;4;0;0;0;0;0;0;0;0;7.543.103.448.275.860;0.0;21.551.724.137.931.000;4.310.344.827.586.200;4.310.344.827.586.200;3.232.758.620.689.650;0.0;10.775.862.068.965.500;4.310.344.827.586.200;4.310.344.827.586.200;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;928;0.0;0;0;0;1;0;Unreliable;0.6768149;7b9b64d9-bba1-45ab-82bf-154c7e8591f3#2f6899e2-cbd4-4ae8-ae83-cfed1137984a#1f1ac08dc;1470;Table -  5/7;Reliable
4;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;10.723.860.589.812.300;0.0;18.766.756.032.171.500;2.680.965.147.453.080;2.680.965.147.453.080;2.680.965.147.453.080;0.0;0.0;5.361.930.294.906.160;5.361.930.294.906.160;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;373;0.0;0;0;0;1;0;Unreliable;0.6182914;8049d991-9191-49d5-8b10-11b3930b3267#4578dfb2-875b-410a-b714-12a47c676236#14ced61f3;1470;Table -  5/7;Reliable
7;2;14;2;2;1;0;1;4;4;0;0;0;0;0;0;0;0;8.158.508.158.508.150;2.331.002.331.002.330;16.317.016.317.016.300;2.331.002.331.002.330;2.331.002.331.002.330;11.655.011.655.011.600;0.0;11.655.011.655.011.600;4.662.004.662.004.660;4.662.004.662.004.660;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;858;0.0;0;0;0;1;0;Unreliable;0.46894136;8049d991-9191-49d5-8b10-11b3930b3267#4578dfb2-875b-410a-b714-12a47c676236#14ced61f3;1470;Table -  6/7;Reliable
5;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;1.400.560.224.089.630;0.0;19.607.843.137.254.900;2.801.120.448.179.270;2.801.120.448.179.270;2.801.120.448.179.270;0.0;0.0;5.602.240.896.358.540;5.602.240.896.358.540;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;357;0.0;0;0;0;1;0;Unreliable;0.6426195;85bda36d-2e52-42db-ab68-62d1a67b1de3#f510673e-5901-4bc0-af75-fcc1920b1af4#19386eb9d;1470;Table -  5/7;Reliable
7;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;1.417.004.048.582.990;0.0;16.194.331.983.805.600;20.242.914.979.757.000;20.242.914.979.757.000;20.242.914.979.757.000;0.0;20.242.914.979.757.000;4.048.582.995.951.410;4.048.582.995.951.410;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;494;0.0;0;0;0;1;0;Unreliable;0.59550035;85bda36d-2e52-42db-ab68-62d1a67b1de3#f510673e-5901-4bc0-af75-fcc1920b1af4#19386eb9d;1470;Table -  6/7;Reliable
4;1;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;9.852.216.748.768.470;2.463.054.187.192.110;3.694.581.280.788.170;4.926.108.374.384.230;4.926.108.374.384.230;4.926.108.374.384.230;0.0;2.463.054.187.192.110;9.852.216.748.768.470;9.852.216.748.768.470;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;406;0.0;0;1;0;0;0;Unreliable;0.8659284;950c93e3-27e1-4a95-9d7f-b1f719ae94c4#05de4a55-0a27-4c30-9d11-22743eaf1a41#17181b8c4;1470;Amounts -  3/11;Reliable
4;1;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;97.799.511.002.445;2.444.987.775.061.120;3.667.481.662.591.680;488.997.555.012.225;488.997.555.012.225;488.997.555.012.225;0.0;2.444.987.775.061.120;97.799.511.002.445;97.799.511.002.445;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;409;0.0;0;1;0;0;0;Unreliable;0.86486024;950c93e3-27e1-4a95-9d7f-b1f719ae94c4#05de4a55-0a27-4c30-9d11-22743eaf1a41#17181b8c4;1470;Amounts -  5/11;Reliable
5;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;13.333.333.333.333.300;0.0;37.333.333.333.333.300;5.333.333.333.333.330;5.333.333.333.333.330;5.333.333.333.333.330;0.0;0.0;10.666.666.666.666.600;10.666.666.666.666.600;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;375;0.0;0;1;0;0;0;Unreliable;0.85024095;950c93e3-27e1-4a95-9d7f-b1f719ae94c4#05de4a55-0a27-4c30-9d11-22743eaf1a41#17181b8c4;1470;Amounts -  2/11;Reliable
5;1;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;12.658.227.848.101.200;2.531.645.569.620.250;3.544.303.797.468.350;5.063.291.139.240.500;5.063.291.139.240.500;5.063.291.139.240.500;0.0;0.0;10.126.582.278.481.000;10.126.582.278.481.000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;395;0.0;0;1;0;0;0;Unreliable;0.83732116;950c93e3-27e1-4a95-9d7f-b1f719ae94c4#05de4a55-0a27-4c30-9d11-22743eaf1a41#17181b8c4;1470;Amounts -  4/11;Reliable
4;1;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;966.183.574.879.227;2.415.458.937.198.060;3.381.642.512.077.290;4.830.917.874.396.130;4.830.917.874.396.130;4.830.917.874.396.130;0.0;0.0;966.183.574.879.227;966.183.574.879.227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;414;0.0;0;1;0;0;0;Unreliable;0.8281044;950c93e3-27e1-4a95-9d7f-b1f719ae94c4#05de4a55-0a27-4c30-9d11-22743eaf1a41#17181b8c4;1470;Amounts -  6/11;Reliable
8;0;16;2;2;2;0;0;5;5;0;0;0;0;0;0;0;0;12.861.736.334.405.100;0.0;25.723.472.668.810.200;3.215.434.083.601.280;3.215.434.083.601.280;3.215.434.083.601.280;0.0;0.0;8.038.585.209.003.210;8.038.585.209.003.210;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;622;0.0;0;1;0;0;0;Unreliable;0.7510805;950c93e3-27e1-4a95-9d7f-b1f719ae94c4#05de4a55-0a27-4c30-9d11-22743eaf1a41#17181b8c4;1470;Amounts -  7/11;Reliable
6;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;16.0;0.0;37.333.333.333.333.300;5.333.333.333.333.330;5.333.333.333.333.330;5.333.333.333.333.330;0.0;0.0;10.666.666.666.666.600;10.666.666.666.666.600;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;375;0.0;0;0;0;1;0;Unreliable;0.85579616;97f05499-1955-4ba3-818b-b1bf0553c260#b4eaf28e-128e-43b7-8fc2-da8ce84939c7#1eb1bc72c;1470;Table -  6/7;Reliable
6;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;11.811.023.622.047.200;0.0;15.748.031.496.062.900;1.968.503.937.007.870;1.968.503.937.007.870;1.968.503.937.007.870;0.0;1.968.503.937.007.870;3.937.007.874.015.740;3.937.007.874.015.740;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;508;0.0;0;0;0;1;0;Unreliable;0.5832927;97f05499-1955-4ba3-818b-b1bf0553c260#b4eaf28e-128e-43b7-8fc2-da8ce84939c7#1eb1bc72c;1470;Table -  5/7;Reliable
5;1;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;68.212.824.010.914.000;1.364.256.480.218.280;20.463.847.203.274.200;2.728.512.960.436.560;2.728.512.960.436.560;2.728.512.960.436.560;0.0;1.364.256.480.218.280;5.457.025.920.873.120;5.457.025.920.873.120;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;733;0.0;0;1;0;0;0;Unreliable;0.6804886;d682636f-b8b5-45b4-adff-1d3066762dc6#cd61f2f7-7363-4a50-8ad1-861c36e2262c#1f26a020d;1470;Amounts -  5/11;Reliable
4;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;11.235.955.056.179.700;0.0;39.325.842.696.629.200;5.617.977.528.089.880;5.617.977.528.089.880;5.617.977.528.089.880;0.0;0.0;11.235.955.056.179.700;11.235.955.056.179.700;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;356;0.0;0;1;0;0;0;Unreliable;0.8551352;f323d2c-732a-47b5-b711-22c1c82c5baa#6561aee1-2ab5-4d9b-8a2b-dd3ea0a6d96f#1d1f2f57c;1470;Amounts -  3/11;Reliable
5;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;13.774.104.683.195.500;0.0;3.856.749.311.294.760;55.096.418.732.782.300;55.096.418.732.782.300;55.096.418.732.782.300;0.0;0.0;11.019.283.746.556.400;11.019.283.746.556.400;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;363;0.0;0;1;0;0;0;Unreliable;0.85325783;f323d2c-732a-47b5-b711-22c1c82c5baa#6561aee1-2ab5-4d9b-8a2b-dd3ea0a6d96f#1d1f2f57c;1470;Amounts -  9/11;Reliable
5;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;13.513.513.513.513.500;0.0;3.783.783.783.783.780;5.405.405.405.405.400;5.405.405.405.405.400;5.405.405.405.405.400;0.0;0.0;1.081.081.081.081.080;1.081.081.081.081.080;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37;0.0;0;1;0;0;0;Unreliable;0.8514806;f323d2c-732a-47b5-b711-22c1c82c5baa#6561aee1-2ab5-4d9b-8a2b-dd3ea0a6d96f#1d1f2f57c;1470;Amounts -  6/11;Reliable
4;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;10.282.776.349.614.300;0.0;3.598.971.722.365.030;5.141.388.174.807.190;5.141.388.174.807.190;5.141.388.174.807.190;0.0;0.0;10.282.776.349.614.300;10.282.776.349.614.300;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;389;0.0;0;1;0;0;0;Unreliable;0.846944;f323d2c-732a-47b5-b711-22c1c82c5baa#6561aee1-2ab5-4d9b-8a2b-dd3ea0a6d96f#1d1f2f57c;1470;Amounts -  8/11;Reliable
4;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;10.126.582.278.481.000;0.0;3.544.303.797.468.350;5.063.291.139.240.500;5.063.291.139.240.500;5.063.291.139.240.500;0.0;0.0;10.126.582.278.481.000;10.126.582.278.481.000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;395;0.0;0;1;0;0;0;Unreliable;0.84556425;f323d2c-732a-47b5-b711-22c1c82c5baa#6561aee1-2ab5-4d9b-8a2b-dd3ea0a6d96f#1d1f2f57c;1470;Amounts -  7/11;Reliable
4;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;10.075.566.750.629.700;0.0;3.526.448.362.720.400;5.037.783.375.314.860;5.037.783.375.314.860;5.037.783.375.314.860;0.0;0.0;10.075.566.750.629.700;10.075.566.750.629.700;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;397;0.0;0;1;0;0;0;Unreliable;0.8451113;f323d2c-732a-47b5-b711-22c1c82c5baa#6561aee1-2ab5-4d9b-8a2b-dd3ea0a6d96f#1d1f2f57c;1470;Amounts -  10/11;Reliable
4;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;975.609.756.097.561;0.0;3.414.634.146.341.460;4.878.048.780.487.800;4.878.048.780.487.800;4.878.048.780.487.800;0.0;0.0;975.609.756.097.561;975.609.756.097.561;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41;0.0;0;1;0;0;0;Unreliable;0.841402;f323d2c-732a-47b5-b711-22c1c82c5baa#6561aee1-2ab5-4d9b-8a2b-dd3ea0a6d96f#1d1f2f57c;1470;Amounts -  5/11;Reliable
5;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;1.207.729.468.599.030;0.0;3.381.642.512.077.290;4.830.917.874.396.130;4.830.917.874.396.130;4.830.917.874.396.130;0.0;0.0;966.183.574.879.227;966.183.574.879.227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;414;0.0;0;1;0;0;0;Unreliable;0.8398403;f323d2c-732a-47b5-b711-22c1c82c5baa#6561aee1-2ab5-4d9b-8a2b-dd3ea0a6d96f#1d1f2f57c;1470;Amounts -  4/11;Reliable
