mutation_count,mouse_move_count,mouse_interaction_count,mouse_up_count,mouse_down_count,click_count,context_menu_count,dbl_click_count,focus_count,blur_count,touch_start_count,touch_move_departed_count,touch_end_count,touch_cancel_count,scroll_count,viewport_resize_count,input_count,touch_count,mutation_per_second,mouse_move_per_second,mouse_interaction_per_second,mouse_up_per_second,mouse_down_per_second,click_per_second,context_menu_per_second,dbl_click_per_second,focus_per_second,blur_per_second,touch_start_per_second,touch_move_departed_per_second,touch_end_per_second,touch_cancel_per_second,scroll_per_second,viewport_resize_per_second,input_per_second,touch_per_second,active_s,inactivity_s,DatesReha,Amounts,Dates,Table,Your Task,recording_id,step_id,workunit_id,class,date,merge,start_datetime,is_same_recording_id,is_same_focus_count,is_same_mouse_move_count,is_same_mutation_count,is_same_workunit_id,verbose_text,worker_id,step_id.1,pattern,Prediction,Confidence,confidence_without_cal
4.0,0.0,16.0,3.0,3.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.016032064128256,0.0,32.06412825651302,6.012024048096192,6.012024048096192,4.008016032064128,0.0,0.0,8.016032064128256,8.016032064128256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,0.0,0.0,1.0,0.0,0.0,0.0,e44467c1-6ad8-4721-8e00-00d65fe5b008#256dffb3-50b5-422d-92ad-41069e6df890#1e73f6886,1470.0,Amounts - 10/11,Reliable,2024-08-30,ok,2024-08-28 18:12:33.000,True,True,True,True,True,,,,,,,
4.0,1.0,15.0,2.0,2.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16326530612245,2.0408163265306123,30.612244897959183,4.081632653061225,4.081632653061225,4.081632653061225,0.0,2.0408163265306123,8.16326530612245,8.16326530612245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,1.0,0.0,0.0,0.0,e44467c1-6ad8-4721-8e00-00d65fe5b008#256dffb3-50b5-422d-92ad-41069e6df890#1e73f6886,1470.0,Amounts - 3/11,Reliable,2024-08-30,ok,2024-08-28 18:12:30.000,True,True,True,True,True,,,,,,,
5.0,1.0,15.0,2.0,2.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.183306055646481,1.6366612111292962,24.549918166939445,3.2733224222585924,3.2733224222585924,3.2733224222585924,0.0,1.6366612111292962,6.546644844517185,6.546644844517185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.0,0.0,0.0,1.0,0.0,0.0,0.0,e44467c1-6ad8-4721-8e00-00d65fe5b008#256dffb3-50b5-422d-92ad-41069e6df890#1e73f6886,1470.0,Amounts - 5/11,Reliable,2024-08-30,ok,2024-08-28 18:12:31.000,True,True,True,True,True,,,,,,,
5.0,0.0,17.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.235955056179774,0.0,38.20224719101124,6.741573033707865,6.741573033707865,6.741573033707865,0.0,0.0,8.98876404494382,8.98876404494382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,1.0,0.0,0.0,0.0,e44467c1-6ad8-4721-8e00-00d65fe5b008#256dffb3-50b5-422d-92ad-41069e6df890#1e73f6886,1470.0,Amounts - 6/11,Reliable,2024-08-30,ok,2024-08-28 18:12:31.000,True,True,True,True,True,,,,,,,
4.0,0.0,16.0,3.0,3.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.658008658008658,0.0,34.63203463203463,6.493506493506493,6.493506493506493,4.329004329004329,0.0,0.0,8.658008658008658,8.658008658008658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,0.0,0.0,1.0,0.0,0.0,0.0,e44467c1-6ad8-4721-8e00-00d65fe5b008#256dffb3-50b5-422d-92ad-41069e6df890#1e73f6886,1470.0,Amounts - 7/11,Reliable,2024-08-30,ok,2024-08-28 18:12:32.000,True,True,True,True,True,,,,,,,
5.0,0.0,16.0,3.0,3.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.330578512396697,0.0,33.057851239669425,6.198347107438017,6.198347107438017,4.132231404958678,0.0,0.0,8.264462809917356,8.264462809917356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0,0.0,1.0,0.0,0.0,0.0,e44467c1-6ad8-4721-8e00-00d65fe5b008#256dffb3-50b5-422d-92ad-41069e6df890#1e73f6886,1470.0,Amounts - 8/11,Reliable,2024-08-30,ok,2024-08-28 18:12:32.000,True,True,True,True,True,,,,,,,
5.0,0.0,14.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.513513513513514,0.0,37.83783783783784,5.405405405405405,5.405405405405405,5.405405405405405,0.0,0.0,10.81081081081081,10.81081081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,1.0,0.0,0.0,0.0,f2ea2efe-efce-4dc2-8897-16f37c7ae3ee#403823b6-a510-497e-8b11-c1a9b647bd19#1d120686d,1470.0,Amounts - 10/11,Reliable,2024-08-30,ok,2024-08-28 11:50:02.000,True,True,True,True,True,,,,,,,
4.0,0.0,14.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.989010989010987,0.0,38.46153846153846,5.494505494505495,5.494505494505495,5.494505494505495,0.0,0.0,10.989010989010987,10.989010989010987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,0.0,0.0,1.0,0.0,0.0,0.0,f2ea2efe-efce-4dc2-8897-16f37c7ae3ee#403823b6-a510-497e-8b11-c1a9b647bd19#1d120686d,1470.0,Amounts - 3/11,Reliable,2024-08-30,ok,2024-08-28 11:49:59.000,True,True,True,True,True,,,,,,,
5.0,0.0,14.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.550135501355014,0.0,37.94037940379404,5.420054200542006,5.420054200542006,5.420054200542006,0.0,0.0,10.840108401084011,10.840108401084011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,0.0,0.0,1.0,0.0,0.0,0.0,f2ea2efe-efce-4dc2-8897-16f37c7ae3ee#403823b6-a510-497e-8b11-c1a9b647bd19#1d120686d,1470.0,Amounts - 4/11,Reliable,2024-08-30,ok,2024-08-28 11:50:00.000,True,True,True,True,True,,,,,,,
4.0,0.0,14.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.799410029498524,0.0,41.29793510324483,5.899705014749262,5.899705014749262,5.899705014749262,0.0,0.0,11.799410029498524,11.799410029498524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,1.0,0.0,0.0,0.0,f2ea2efe-efce-4dc2-8897-16f37c7ae3ee#403823b6-a510-497e-8b11-c1a9b647bd19#1d120686d,1470.0,Amounts - 5/11,Reliable,2024-08-30,ok,2024-08-28 11:50:00.000,True,True,True,True,True,,,,,,,
4.0,0.0,14.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.869565217391305,0.0,38.04347826086956,5.434782608695652,5.434782608695652,5.434782608695652,0.0,0.0,10.869565217391305,10.869565217391305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,0.0,0.0,1.0,0.0,0.0,0.0,f2ea2efe-efce-4dc2-8897-16f37c7ae3ee#403823b6-a510-497e-8b11-c1a9b647bd19#1d120686d,1470.0,Amounts - 6/11,Reliable,2024-08-30,ok,2024-08-28 11:50:00.000,True,True,True,True,True,,,,,,,
5.0,0.0,14.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,40.0,5.714285714285714,5.714285714285714,5.714285714285714,0.0,0.0,11.428571428571429,11.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,f2ea2efe-efce-4dc2-8897-16f37c7ae3ee#403823b6-a510-497e-8b11-c1a9b647bd19#1d120686d,1470.0,Amounts - 7/11,Reliable,2024-08-30,ok,2024-08-28 11:50:01.000,True,True,True,True,True,,,,,,,
4.0,0.0,14.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.799410029498524,0.0,41.29793510324483,5.899705014749262,5.899705014749262,5.899705014749262,0.0,0.0,11.799410029498524,11.799410029498524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,1.0,0.0,0.0,0.0,f2ea2efe-efce-4dc2-8897-16f37c7ae3ee#403823b6-a510-497e-8b11-c1a9b647bd19#1d120686d,1470.0,Amounts - 8/11,Reliable,2024-08-30,ok,2024-08-28 11:50:01.000,True,True,True,True,True,,,,,,,
4.0,0.0,14.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.869436201780417,0.0,41.54302670623145,5.934718100890208,5.934718100890208,5.934718100890208,0.0,0.0,11.869436201780417,11.869436201780417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,0.0,1.0,0.0,0.0,0.0,f2ea2efe-efce-4dc2-8897-16f37c7ae3ee#403823b6-a510-497e-8b11-c1a9b647bd19#1d120686d,1470.0,Amounts - 9/11,Reliable,2024-08-30,ok,2024-08-28 11:50:01.000,True,True,True,True,True,,,,,,,
125.0,9.0,42.0,2.0,2.0,2.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,4.778287462,0.344036697,1.605504587,0.076452599,0.076452599,0.076452599,0.0,0.0,0.688073394,0.688073394,0.0,0.0,0.0,0.0,0.0,0.0,1.758409786,0.0,26.16,0.0,0.0,0.0,1.0,0.0,0.0,03d17e28-e3d9-447e-8e02-60dfc888c67c#ab0d7bc1-9f0a-4ad1-8c6d-85beff8e7d8d#1bc6a39e4,1470.0,Dates - 1/5,Unreliable,2024-08-23,ok,2024-08-22 01:09:08.000,True,True,True,True,True,,,,,,,
87.0,9.0,29.0,3.0,3.0,3.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,36.0,0.0,4.065230597,0.420541096,1.355076866,0.140180365,0.140180365,0.140180365,0.0,0.0,0.467267885,0.467267885,0.0,0.0,0.0,0.0,0.280360731,0.0,1.682164385,0.0,21.401,0.0,0.0,0.0,1.0,0.0,0.0,03d17e28-e3d9-447e-8e02-60dfc888c67c#ab0d7bc1-9f0a-4ad1-8c6d-85beff8e7d8d#1bc6a39e4,1470.0,Dates - 2/5,Unreliable,2024-08-23,ok,2024-08-22 01:09:34.000,True,True,True,True,True,,,,,,,
79.0,3.0,26.0,1.0,1.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,31.0,0.0,7.687068211,0.291913983,2.529921183,0.097304661,0.097304661,0.194609322,0.0,0.0,1.07035127,1.07035127,0.0,0.0,0.0,0.0,0.291913983,0.0,3.016444488,0.0,10.277,0.0,0.0,0.0,1.0,0.0,0.0,03d17e28-e3d9-447e-8e02-60dfc888c67c#ab0d7bc1-9f0a-4ad1-8c6d-85beff8e7d8d#1bc6a39e4,1470.0,Dates - 5/5,Unreliable,2024-08-23,ok,2024-08-22 01:10:21.000,True,True,True,True,True,,,,,,,
5.0,2.0,7.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.567928731,2.227171492,7.795100223,1.113585746,1.113585746,1.113585746,0.0,0.0,2.227171492,2.227171492,0.0,0.0,0.0,0.0,0.0,0.0,6.681514477,0.0,0.898,0.0,0.0,0.0,0.0,1.0,0.0,30EV7DWJTV7LHQ4787CIZTIIYI3Y6E#95a00654-60b4-4da5-b4d3-9328e0589146#1A19940RY4CF491,1469.0,Table - 2/7,Reliable,2024-08-23,ok,2024-08-21 03:13:28.000,True,True,True,True,True,,,,,,,
